TAZ,Chd_09,Chd_10,Chd_11,Chd_12,Chd_13,Chd_T,Old_09,Old_10,Old_11,Old_12,Old_13,Old_T,Bik_09,Bik_10,Bik_11,Bik_12,Bik_13,Bik_T,Fat_09,Fat_10,Fat_11,Fat_12,Fat_13,Fat_T,Mbi_09,Mbi_10,Mbi_11,Mbi_12,Mbi_13,Mbi_T,Nit_09,Nit_10,Nit_11,Nit_12,Nit_13,Nit_T,OIn_09,OIn_10,OIn_11,OIn_12,OIn_13,Oln_T,Ped_09,Ped_10,Ped_11,Ped_12,Ped_13,Ped_T,Ser_09,Ser_10,Ser_11,Ser_12,Ser_13,Ser_T,Tot_09,Tot_10,Tot_11,Tot_12,Tot_13,Tot_T,Tru_09,Tru_10,Tru_11,Tru_12,Tru_13,Tru_T,WeD_09,WeD_10,WeD_11,WeD_12,WeD_13,WeD_T,WeE_09,WeE_10,WeE_11,WeE_12,WeE_13,WeE_T,VKT_0,LVKT_0,VKT_1,LVKT_1,VKT_2,LVKT_2,VKT_3,LVKT_3,VKT_A,LVKT_A,Ratio,Y_PoP,YA_Po,A_PoP,O_PoP,LNPOP,HHD1,HHD2,NO_MO,MOTO1,MOTO2,MOTOR,Bus,Car,Cyc,Walk,CY_WA,Modes,P_DEN,P_Res,P_Coma,P_Indu,P_Ofis,P_Park,P_Rds,P_Oths,Index,P_Sped,T_Sig,B_Stop,T_Stop,Train,Schols,AIM_ID,TOT_POPS,Area,sqkms,Long,Lat
TAZ0283,0,0,0,1,0,1,1,1,3,2,3,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,6,3,3,1,12,7,8,12,12,6,32,2,2,1,2,2,5,0,1,1,2,3,4,7,9,13,14,9,36,0,0,0,0,0,0,6,7,9,10,6,26,1,2,4,4,3,10,10.25,2.33,10.49,2.35,10.8,2.38,11.13,2.41,10.51,2.35,1.06,21.43,24.84,39.03,14.7,7.364350167,33.18621995,55.29968187,12.00530161,73.94561996,14.0490824,87.99470236,0.671822977,61.2807931,1.808464638,2.342911978,4.151376616,6.270348029,2490.440548,70.40870298,7.241321205,0,0,13.07406205,9.275572506,0,0.474684038,58,3,8,5,0,0,TAZ0283,1578.689209,1267.794827,1.267794827,144.914846,-37.74473675
TAZ0284,0,0,0,0,1,0,1,1,3,1,1,5,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,1,2,2,3,7,3,6,13,1,0,1,0,0,1,2,0,0,0,0,0,4,3,7,3,6,13,0,0,0,0,0,0,4,3,5,2,6,10,0,0,2,1,0,3,33.35,3.51,34.11,3.53,35.13,3.56,36.22,3.59,34.2,3.53,1.06,21.43,24.84,39.03,14.7,6.750732763,33.18622335,55.2996862,12.00530075,73.94561974,14.04908195,87.99470169,0.671822937,61.28079047,1.808464582,2.342911914,4.151376496,6.270347337,2490.440701,68.30606665,2.536626771,0,4.211065915,4.111437487,9.04623071,11.78637344,0.558889865,50,3,1,4,0,0,TAZ0284,854.6848145,686.3572533,0.686357253,144.9170984,-37.75055064
TAZ0285,0,1,0,0,0,1,3,2,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,1,0,1,2,6,2,2,2,2,6,0,1,1,0,1,2,1,4,2,0,3,6,7,6,4,2,5,12,0,0,0,0,0,0,6,5,4,2,4,11,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.06,21.43,24.84,39.03,14.7,8.071412324,33.18622353,55.29968988,12.00530111,73.94561915,14.04908235,87.9947015,0.671822921,61.28078975,1.808464491,2.342911934,4.151376425,6.270347265,2490.440658,76.87560141,1.139648304,0,1.548528855,5.934019658,7.443544775,7.058703827,0.444931535,49,2,21,0,0,1,TAZ0285,3201.620361,2571.128809,2.571128809,144.9178365,-37.73479427
TAZ0286,0,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,1,1,0,0,0,0,0,0,2,0,3,2,2,5,1,1,4,2,7,7,7,3,8,5,12,16,0,0,0,0,0,0,1,0,2,3,2,5,8,3,10,8,14,21,0,0,0,1,0,1,6,3,6,6,13,15,2,0,4,2,1,6,57.01,4.04,59.61,4.09,61.77,4.12,64.42,4.17,59.46,4.09,1.06,20.85,27.12,37.48,14.55,7.896504926,34.41041333,53.92636307,13.17997697,74.13242081,12.68760338,86.82002419,0.682287618,57.92834659,2.972664257,2.390919207,5.363583464,6.21815332,2628.903875,59.87982378,0.078973166,0,6.01197799,9.027127387,21.98183896,3.022103688,0.584612908,62,1,2,0,1,2,TAZ0286,2687.871582,2044.898786,2.044898786,144.9267535,-37.73698717
TAZ0287,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.06,21.21,25.7,38.45,14.64,7.916092659,33.6471916,54.78255881,12.44727779,74.01590648,13.53682058,87.55272706,0.675720686,60.03212512,2.242088623,2.360793043,4.602881667,6.250907506,2540.774753,39.18016968,0.899645192,0,0,33.44046142,0,26.47963074,0.579506494,0,0,12,0,0,0,TAZ0287,2741.039917,2157.639016,2.157639016,144.903118,-37.71873881
TAZ0288,0,0,0,1,0,1,2,6,2,6,7,14,0,0,2,1,1,3,1,0,0,0,1,0,6,4,2,3,5,9,5,3,3,4,4,10,7,10,14,12,18,36,1,2,1,2,4,5,13,7,1,5,7,13,21,17,15,17,26,49,0,0,0,2,0,2,18,17,11,17,17,45,3,0,4,0,9,4,54.44,4,54.42,4,54.29,3.99,58.36,4.07,54.39,4,1.06,21.57,25.11,38.87,14.45,8.795293587,33.54434903,54.83222261,11.92481904,73.84867485,14.22650738,88.07518223,0.687561513,61.51771467,1.822076054,2.281450024,4.103526078,6.20807539,2406.623625,32.52131169,14.45958602,24.7780883,0,0.783276169,9.425106446,18.03230151,0.801739789,57,13,29,7,0,0,TAZ0288,6603.093872,5487.415667,5.487415667,144.8880513,-37.71869837
TAZ0289,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,1,0,1,1,1,2,2,2,3,6,0,0,0,0,0,0,2,1,1,0,0,2,3,3,3,2,3,8,0,0,0,0,0,0,1,3,2,2,3,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.06,21.43,24.85,39.03,14.69,7.974046621,33.18882172,55.29728678,12.01097308,73.94745063,14.04158347,87.9890341,0.674627035,61.27333289,1.809901687,2.343443641,4.153345328,6.274151011,2490.125883,71.87634011,1.376011657,0,2.470421211,18.76282789,5.514511802,0,0.442727886,49,1,10,0,0,2,TAZ0289,2904.587378,2332.886598,2.332886598,144.8835366,-37.75151788
TAZ0290,1,0,0,0,0,0,2,3,1,2,1,6,1,1,2,0,1,3,0,0,1,0,1,1,0,0,1,0,1,1,2,0,1,2,3,3,3,4,2,4,5,10,0,0,2,0,0,2,2,0,4,2,0,6,5,4,7,6,6,17,0,0,0,0,0,0,4,3,6,6,5,15,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,24.6,26.47,38.32,10.6,7.345221403,38.58640094,47.89865757,8.480879834,71.64617339,19.87294677,91.51912017,0.979288291,71.36105047,0.280170722,1.004163304,1.284334026,5.070566323,1480.845012,77.64760576,14.73298276,0,0.037087106,1.00249157,6.580966549,0,0.363187793,61,3,10,0,0,0,TAZ0290,1548.777832,2091.772438,2.091772438,144.8055939,-37.72719645
TAZ0291,0,0,0,1,0,1,2,4,3,4,1,11,2,0,0,1,1,1,0,0,0,0,0,0,3,0,2,1,2,3,1,1,2,3,5,6,6,5,8,5,9,18,1,1,2,1,2,4,4,1,3,2,3,6,10,6,11,7,12,24,0,0,0,0,0,0,8,5,10,5,10,20,2,1,1,2,2,4,31.72,3.46,32.5,3.48,32.99,3.5,34.23,3.53,32.4,3.48,1.06,21.43,24.84,39.03,14.7,8.479777863,33.18622439,55.29968867,12.00530045,73.94561954,14.04908174,87.99470129,0.671822944,61.28079228,1.808464637,2.342911979,4.151376617,6.270347588,2490.440471,84.96575006,3.078332734,2.260388979,1.477694787,3.823761279,4.393881773,0,0.336927142,51,5,13,5,0,0,TAZ0291,4816.379883,3867.88664,3.86788664,144.8837706,-37.73928425
TAZ0292,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,4,1,2,0,1,1,3,1,3,2,2,1,7,1,0,1,0,0,1,3,1,0,1,0,2,4,4,2,3,1,9,0,0,0,0,0,0,2,2,0,2,1,4,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,1.06,21.43,24.84,39.03,14.7,7.754732776,33.1862229,55.29968413,12.00530012,73.94561725,14.04908083,87.99469809,0.671822962,61.28079211,1.808464574,2.342912014,4.151376588,6.270347753,2490.440834,95.79734643,0.895003453,0,1.261801105,1.359781057,0.686198789,0,0.118782971,50,1,9,2,0,0,TAZ0292,2332.585938,1873.233812,1.873233812,144.9035339,-37.74827151
TAZ0293,0,0,0,0,0,0,3,2,2,1,4,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,1,0,2,6,4,6,4,4,14,2,1,1,1,1,3,7,0,0,2,1,2,13,4,6,6,5,16,0,0,0,0,0,0,13,3,5,6,4,14,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1.06,21.43,24.84,39.03,14.7,7.660947755,33.18622089,55.29968692,12.00530069,73.94562048,14.04908178,87.99470226,0.671822901,61.28078965,1.808464581,2.34291188,4.151376461,6.270347314,2490.440752,84.68807155,2.191283681,1.171305455,4.887883799,3.208667823,3.851914784,0,0.339116025,45,3,22,0,0,4,TAZ0293,2123.769287,1705.522002,1.705522002,144.9015257,-37.75714865
TAZ0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,2,0,3,1,0,2,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,3,0,5,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.97,20.19,33.46,36.78,9.57,7.421873362,34.98164575,53.64501438,15.93192499,75.21005977,8.858013302,84.06807307,2.605971032,56.13543213,2.799697778,2.709649684,5.509347462,8.893515412,2294.6233,12.10323114,0.654158435,0,2.4292241,17.96915427,1.663787437,65.17999307,0.531560402,45,0,1,0,0,1,TAZ0294,1672.163142,1457.455427,1.457455427,144.896269,-37.78724418
TAZ0295,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,3,4,2,0,0,2,2,2,1,3,0,0,4,2,1,0,0,1,1,4,3,0,0,1,3,6,4,3,0,2,7,0,0,0,0,0,0,5,3,3,0,2,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.97,20.19,33.49,36.77,9.56,6.909189675,34.98809271,53.63907881,15.94606227,75.21461465,8.839324152,84.0539388,2.612908902,56.11697669,2.803253166,2.710965044,5.51421821,8.902924417,2293.990195,69.66702628,0,17.51293518,0,7.316776554,5.502770988,0,0.466533084,56,1,2,0,0,0,TAZ0295,1001.435425,873.0904865,0.873090487,144.8775878,-37.78372981
TAZ0296,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,2,3,0,5,0,0,0,0,0,0,1,0,1,1,1,2,2,0,3,5,1,8,0,0,0,0,0,0,2,0,3,4,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.97,20.19,33.49,36.77,9.56,6.845918508,34.9880896,53.63907822,15.94606252,75.21461446,8.839324733,84.05393919,2.612908774,56.11697527,2.803253242,2.710965072,5.514218314,8.90292455,2293.990211,90.08557503,0,0,0,7.369411511,2.545936867,0,0.195126724,44,0,2,0,0,0,TAZ0296,940.0363159,819.5719333,0.819571933,144.8764831,-37.78851794
TAZ0297,0,0,0,0,0,0,1,1,2,1,1,4,2,4,6,1,4,11,0,0,0,0,0,0,1,0,1,1,7,2,0,1,0,1,0,2,2,3,7,7,7,17,0,0,0,0,0,0,4,2,3,1,5,6,6,5,10,8,12,23,0,0,0,0,0,0,6,5,10,8,11,23,0,0,0,0,1,0,24.4,3.19,24.84,3.21,25.47,3.24,26.27,3.27,24.9,3.22,0.97,18.98,36.48,35.43,9.1,7.40364177,33.77817771,53.87583996,19.60207811,72.44374012,7.954180372,80.3979205,2.403840339,52.16309953,2.940635396,6.068263626,9.008899022,8.395145208,2318.903548,17.12437332,0.255061122,34.92232609,8.26821632,6.495012407,9.536670898,23.39856367,0.838929596,51,0,2,0,0,1,TAZ0297,1641.953171,1416.149324,1.416149324,144.9025249,-37.80986138
TAZ0298,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.97,20.19,33.49,36.77,9.56,6.927737346,34.98809237,53.63908069,15.94606218,75.21461648,8.839324488,84.05394097,2.612908734,56.11697396,2.803253144,2.710964963,5.514218107,8.902924503,2293.990191,93.45882438,3.413420714,0,0,0.585494582,1.99832237,0.544029565,0.161963079,45,2,6,0,0,1,TAZ0298,1020.183044,889.4405767,0.889440577,144.8900595,-37.80971562
TAZ0299,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,2,0,3,2,3,5,0,0,0,0,1,0,1,0,0,1,0,1,3,0,3,3,3,6,0,0,0,0,0,0,3,0,2,3,2,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.97,20.19,33.49,36.77,9.56,6.635945434,34.98809173,53.6390799,15.94606288,75.21461615,8.839324482,84.05394064,2.612908786,56.11697672,2.803253207,2.710964971,5.514218178,8.902924521,2293.99021,89.20926939,1.971373932,0,0,0.883283918,7.38355563,0.552039806,0.227220318,52,1,7,0,0,0,TAZ0299,761.9991455,664.3406804,0.66434068,144.88812,-37.80482078
TAZ0300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,4,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,1,3,4,0,0,0,0,0,0,0,2,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,20.19,33.49,36.77,9.56,7.316535362,34.98809119,53.63908037,15.94606304,75.21461213,8.839324118,84.05393625,2.612908851,56.11697357,2.803253135,2.710964886,5.514218022,8.902923606,2293.990194,35.7426732,0,33.68032463,0,16.03641564,8.613461995,5.92719672,0.722768177,50,1,10,0,0,1,TAZ0300,1504.980713,1312.108311,1.312108311,144.8754885,-37.80445852
TAZ0301,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.6,26.47,38.32,10.6,8.074550259,38.58640238,47.89866208,8.480879859,71.64617593,19.87294652,91.51912246,0.97928831,71.3610551,0.280170732,1.004163333,1.284334065,5.070566498,1480.845109,31.07518151,0.433269226,0,0.933589487,60.0242133,7.534420121,0,0.478747715,53,0,6,0,0,0,TAZ0301,3211.682617,4337.663989,4.337663989,144.8342426,-37.72554456
TAZ0302,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,1,0,1,2,2,3,0,0,0,0,0,0,1,4,0,1,1,5,2,4,1,3,3,8,1,0,1,1,0,2,2,3,1,2,2,6,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0.97,20.28,33.13,36.91,9.68,7.590296445,34.97773454,53.63525549,15.71157399,75.27027638,9.018150001,84.28842638,2.561723135,56.43868771,2.750543884,2.678460192,5.429004076,8.780448216,2232.80228,37.07478812,0,38.80563268,0,14.10789418,6.424925103,3.587613173,0.671790171,68,1,13,0,0,0,TAZ0302,1978.900063,1772.585925,1.772585925,144.8636301,-37.81722237
TAZ0303,0,1,1,0,0,2,0,2,4,3,1,9,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1,2,2,2,0,5,2,1,7,3,9,7,8,4,24,0,1,4,3,0,8,3,0,3,2,3,5,6,9,10,10,7,29,1,1,0,2,0,3,5,8,8,8,7,24,1,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0.97,20.19,33.49,36.77,9.56,7.189564642,34.98808925,53.63908226,15.9460612,75.21460957,8.839323574,84.05393314,2.612908804,56.11697341,2.803253111,2.710964962,5.514218073,8.902923978,2293.990223,85.35227136,2.769883026,0.122980066,0.650847062,3.653049675,7.451256507,0,0.30316223,55,6,18,0,0,1,TAZ0303,1325.526001,1155.654284,1.155654284,144.8807482,-37.81764504
TAZ0304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.97,20.19,33.49,36.77,9.56,7.313580186,34.98809175,53.6390819,15.9460624,75.21461339,8.839324211,84.0539376,2.61290877,56.1169722,2.803253106,2.710964832,5.514217937,8.90292378,2293.99011,67.57143885,0,0,3.060158069,24.99979397,3.113015131,1.255286254,0.452797547,43,1,7,0,0,1,TAZ0304,1500.539795,1308.231601,1.308231601,144.8735884,-37.81452758
TAZ0305,0,0,0,0,0,0,1,1,0,0,2,1,0,1,1,1,1,3,0,0,0,0,0,0,2,0,0,1,0,1,2,1,2,1,1,4,3,2,1,4,3,7,1,2,1,0,0,3,4,2,1,1,1,4,7,4,2,5,4,11,0,1,0,0,0,1,5,3,1,5,3,9,2,1,1,0,1,2,22.3,3.1,22.52,3.11,23.48,3.16,24.42,3.2,22.77,3.13,0.97,20.19,33.49,36.77,9.56,6.805207306,34.98809244,53.63908062,15.94606222,75.21461413,8.839324244,84.05393837,2.612908952,56.11697743,2.803253299,2.710965071,5.51421837,8.902924436,2293.990296,79.59054753,0,0,3.256627231,11.28520467,5.866312069,0,0.362697092,45,2,8,0,0,1,TAZ0305,902.5348511,786.8586393,0.786858639,144.8854644,-37.81416019
TAZ0306,0,1,1,0,0,2,0,0,1,1,1,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,2,2,2,2,3,3,4,8,0,1,0,0,1,1,2,4,1,0,3,5,4,6,4,3,7,13,0,0,1,0,1,1,2,5,2,3,5,10,2,1,2,0,2,3,13.78,2.62,14.33,2.66,14.85,2.7,15.2,2.72,14.32,2.66,1.01,22.66,23.85,40.54,12.94,7.016431913,34.71365767,53.53769959,9.756191726,76.68395728,13.55985664,90.24381393,1.212620368,64.91802304,1.361280838,1.821726349,3.183007187,5.552327928,1326.059034,33.93608131,2.039447853,24.63390004,2.209673447,8.242053912,9.018444556,19.91956876,0.832305985,52,7,6,0,1,1,TAZ0306,1114.801804,1681.361872,1.681361872,144.8843931,-37.83104083
TAZ0307,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,2,0,2,2,1,2,5,0,0,0,0,0,0,1,0,1,0,1,1,1,2,3,1,3,6,0,0,0,0,0,0,1,2,1,1,2,4,0,0,2,0,1,2,24.58,3.2,25.14,3.22,25.92,3.25,26.68,3.28,25.21,3.23,1.02,22.76,23.49,40.68,13.07,6.694927749,34.70344566,53.53392653,9.52680968,76.73839993,13.73478711,90.47318704,1.158692737,65.2569661,1.305747822,1.787479977,3.0932278,5.423290594,1305.448056,81.17996516,3.997173143,0,0,1.48139064,7.339967479,6.001380461,0.370464232,60,4,9,0,2,0,TAZ0307,808.2955322,1238.340405,1.238340405,144.886936,-37.84377123
TAZ0308,0,0,1,0,1,1,1,1,2,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,2,3,1,4,5,3,4,12,0,1,0,0,0,1,3,1,2,3,1,6,4,5,7,6,5,18,1,1,1,0,2,2,3,4,3,4,4,11,1,1,4,2,1,7,0,0,0,0,0,0,0,0,0,0,1,21.85,27.01,39.31,11.83,6.774253497,34.80310439,53.57074098,11.76846777,76.2062842,12.02525016,88.23153436,1.679311228,61.98479364,1.841864204,2.118093402,3.959957606,6.669021275,1538.416636,61.8561224,0,5.172021726,0,10.11525926,18.37620907,4.48333653,0.582032968,62,6,10,0,0,0,TAZ0308,875.0259094,1137.60043,1.13760043,144.8725909,-37.8257938
TAZ0309,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,22.76,23.49,40.68,13.07,6.844036799,34.7034451,53.5339239,9.526810285,76.7384095,13.73478813,90.47319763,1.158692702,65.25696436,1.305747829,1.787479925,3.093227754,5.423290113,1305.448021,51.35294267,0,0,1.209366606,47.43717286,0,0,0.385117025,44,0,3,0,0,1,TAZ0309,938.269104,1437.45937,1.43745937,144.8736782,-37.83801159
TAZ0310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,22.76,23.49,40.68,13.07,6.267608717,34.70344498,53.53392468,9.52680912,76.7383975,13.73478735,90.47318484,1.158692713,65.25696876,1.30574784,1.787480033,3.093227873,5.423290456,1305.448069,58.59093883,1.597948543,24.54792118,4.010582943,1.596927158,0,9.655345055,0.588347473,60,0,4,0,0,0,TAZ0310,527.2151489,807.7125217,0.807712522,144.8746191,-37.84832173
TAZ0311,0,0,0,0,0,0,1,1,0,2,3,3,3,1,0,2,2,3,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,1,3,0,4,5,7,1,0,0,0,1,0,3,0,0,0,1,0,4,3,0,4,6,7,0,0,0,0,0,0,4,3,0,4,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.02,22.76,23.49,40.68,13.07,6.772432732,34.70344634,53.53392475,9.526809729,76.73840653,13.7347886,90.47319513,1.158692746,65.25696507,1.305747828,1.787480015,3.093227843,5.423290113,1305.448052,81.21822339,1.162487672,0,7.940141168,9.676867839,0,0.001959796,0.333054286,48,1,13,0,0,1,TAZ0311,873.4341431,1338.132675,1.338132675,144.865835,-37.84188704
TAZ0312,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,4,2,2,3,3,1,8,2,0,1,1,1,2,2,0,0,2,2,2,4,2,3,5,3,10,0,0,0,0,0,0,2,1,2,5,1,8,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,24.6,26.47,38.32,10.6,7.394984944,38.58640098,47.89865966,8.480879588,71.64617356,19.87294685,91.51912041,0.979288384,71.36105669,0.280170725,1.004163318,1.284334044,5.07056653,1480.845041,85.4044877,0,0,5.812910729,6.818301092,1.965612786,0,0.288028659,45,0,15,0,0,3,TAZ0312,1627.800415,2198.50387,2.19850387,144.7730162,-37.73739512
TAZ0313,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,1,0,1,0,2,0,2,0,1,0,3,0,2,0,4,1,6,0,0,0,0,0,0,0,2,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,22.76,23.49,40.68,13.07,6.533314905,34.70344508,53.53392816,9.526809888,76.73840315,13.73478773,90.47319088,1.158692773,65.25696894,1.305747909,1.787480047,3.093227957,5.423290533,1305.447967,71.99167045,5.09545008,0,0,12.83010803,0.048639783,10.03504114,0.455384593,43,1,11,0,0,1,TAZ0313,687.6740112,1053.554462,1.053554462,144.879724,-37.84313517
TAZ0314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,22.76,23.49,40.68,13.07,5.901354196,34.70344373,53.53392101,9.526810395,76.7384046,13.73478791,90.47319251,1.158692762,65.25696801,1.305747871,1.787480093,3.093227964,5.423290488,1305.448005,75.3823787,1.715892281,0,10.74067077,4.344960764,1.26893636,6.547341268,0.458699873,46,0,3,0,1,1,TAZ0314,365.532135,560.0112636,0.560011264,144.8941057,-37.86160052
TAZ0315,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,22.76,23.49,40.68,13.07,6.158663856,34.70344542,53.53392566,9.52680895,76.73839808,13.73478736,90.47318544,1.158692656,65.25696103,1.305747794,1.78747993,3.093227724,5.423290145,1305.44805,57.47986164,0,0,0,38.18739421,0,4.333163462,0.422381375,45,0,6,0,0,0,TAZ0315,472.795929,724.3458085,0.724345809,144.8967481,-37.86738996
TAZ0316,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,3,0,0,1,0,0,1,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.02,22.76,23.49,40.68,13.07,6.226032278,34.70344555,53.53392476,9.52680941,76.73839956,13.73478788,90.47318744,1.158692715,65.25696424,1.30574784,1.787480016,3.093227856,5.423290347,1305.448079,72.22844178,0,0,8.39321284,19.37837499,0,0,0.39105069,43,0,6,0,0,0,TAZ0316,505.7448425,774.8220713,0.774822071,144.8874423,-37.86561649
