Zones,Total,Ser,Minor,VKT,LN_PO,P_YP,INC1,Cycle,Res,Coma,Index,Trams,T_Sig,Schol,Bus,Speed,Longi,Latit,AREA
GRID182,5,2,3,0,6.8987,26.8416,46.5625,0.5556,0,11.1497,0.326,0,0,0,0,80,145.4940033,-38.11600113,10811437.95
GRID183,0,0,0,0,6.8987,26.8416,46.5625,0.5556,0,1.1213,0.0316,0,0,0,0,0,145.5269928,-38.11600113,10811234.94
GRID184,1,0,1,0,6.8987,26.8416,46.5625,0.5556,0,1.0574,0.0653,0,0,0,0,0,145.5610046,-38.11600113,10811036.17
GRID185,0,0,0,0,6.8987,26.8416,46.5625,0.5556,0,1.0107,0.029,0,0,0,0,0,145.5939941,-38.11600113,10810842.17
GRID186,0,0,0,0,6.8987,26.8416,46.5625,0.5556,0,0.063,0.0027,0,0,0,0,0,145.6269989,-38.11600113,10810652.22
GRID187,0,0,0,0,6.8987,26.8416,46.5625,0.5556,0,0.4639,0.0152,0,0,0,0,0,145.6609955,-38.11600113,10810467.42
GRID188,2,2,0,0,6.8987,26.8416,46.5625,0.5556,0,1.8501,0.0474,0,0,0,0,0,145.6940002,-38.11600113,10810287.03
GRID189,4,2,2,0.1836,6.8937,26.7748,46.5409,0.5587,1.1388,2.1693,0.1688,0,0,0,3,75,145.727005,-38.11610031,10752774.46
GRID190,1,0,1,-12.3766,7.4248,25.7007,50.8961,0.5172,0,0,0.0644,0,0,0,0,80,145.7519989,-38.1167984,3679609.893
GRID191,45,13,32,3.486,9.5005,22.7069,41.2705,0.7282,57.0116,15.9221,0.6526,0,8,4,58,51.3559,145.1320038,-38.08229828,7178850.928
GRID192,35,10,25,5.0119,9.1481,25.87,40.596,0.4295,11.4566,47.6123,0.7214,0,1,1,22,70.1563,145.1609955,-38.08269882,10818586.34
GRID193,51,19,30,4.6052,8.8753,27.5549,40.5355,0.2512,40.2851,5.0662,0.6473,0,6,2,38,63.8961,145.1940002,-38.08269882,10818329.86
GRID194,30,11,19,4.2056,8.8854,27.318,40.9722,0.2876,2.9848,0.083,0.1343,0,1,0,0,82.5,145.227005,-38.08269882,10818085.02
GRID195,77,27,50,4.5673,9.1136,29.0372,37.9323,0.2261,47.4689,1.48,0.5496,0,7,4,56,63.2836,145.2610016,-38.08269882,10817845.44
GRID196,73,24,47,2.9885,9.4324,31.0403,34.2719,0.1612,64.2937,3.6532,0.4599,0,7,3,53,62.25,145.2940063,-38.08269882,10817609.23
GRID197,25,6,19,3.2046,9.3377,30.8769,34.6501,0.1774,30.2598,0.1538,0.3502,0,3,1,17,65.2273,145.3269958,-38.08269882,10817379.04
GRID198,7,1,6,5.5359,8.5057,27.8778,40.4186,0.308,8.6231,0,0.1632,0,0,2,6,54.0541,145.3609924,-38.08269882,10816959.16
GRID199,6,2,4,0,7.3337,27.7596,41.3502,0.3367,0,0.309,0.0412,0,0,1,0,71,145.3939972,-38.08269882,10816894.7
GRID200,16,6,9,3.6265,6.5751,26.9177,44.7368,0.3774,2.4087,0.2424,0.108,0,2,2,10,67.8261,145.427002,-38.08269882,10816713.99
GRID201,50,14,34,3.7209,6.8233,26.7682,46.1017,0.597,28.6257,1.363,0.5304,0,5,3,50,54.8276,145.4609985,-38.08269882,10816427.76
GRID202,62,17,45,3.5812,6.8987,26.8416,46.5625,0.5556,36.5462,13.17,0.8155,0,6,0,53,65.1515,145.4940033,-38.08269882,10816292.73
GRID203,4,2,2,-0.1862,6.8987,26.8416,46.5625,0.5556,6.9805,1.4334,0.2272,0,0,0,0,100,145.5269928,-38.08269882,10816089.5
GRID204,10,3,3,4.1199,6.8987,26.8416,46.5625,0.5556,11.8635,0.2195,0.3153,0,0,2,3,71.0526,145.5610046,-38.08269882,10815890.35
GRID205,3,2,1,0,6.8987,26.8416,46.5625,0.5556,0,0,0.0991,0,0,0,0,90,145.5939941,-38.08269882,10815696.13
GRID206,9,3,6,3.5321,6.8987,26.8416,46.5625,0.5556,3.8912,1.4573,0.2651,0,0,1,3,65.2174,145.6269989,-38.08269882,10815505.91
GRID207,11,4,7,-0.9766,6.8987,26.8416,46.5625,0.5556,8.3345,1.0504,0.3007,0,0,1,3,64.375,145.6609955,-38.08269882,10815321.07
GRID208,3,1,2,-0.057,6.8987,26.8416,46.5625,0.5556,22.577,0.7153,0.4099,0,0,0,0,76,145.6940002,-38.08269882,10815140.27
GRID209,11,2,8,0,6.8926,26.802,46.5409,0.5587,46.9261,1.1981,0.569,0,0,2,2,60.6,145.727005,-38.08269882,10743020.57
GRID210,3,1,2,0,8.3712,25.4802,51.7956,0.4054,16.1813,0.2086,0.3198,0,0,0,0,100,145.7489929,-38.0788002,1891224.419
GRID211,26,7,19,3.5534,6.9412,22.7273,41.3408,0.7229,70.0683,4.1979,0.4623,0,2,0,13,60,145.1080017,-38.03900146,555151.7044
GRID212,96,38,57,4.1495,9.8145,22.7675,41.2957,0.7105,63.8106,15.4184,0.6029,0,14,4,95,53.1765,145.128006,-38.04899979,10128980.51
GRID213,8,7,1,0,9.0137,25.6239,42.9724,0.3667,49.6985,45.8979,0.4486,0,0,1,5,75.3846,145.1609955,-38.04940033,10823433.26
GRID214,22,7,15,4.0793,8.9414,25.988,43.2927,0.2902,6.3874,18.2449,0.6904,0,3,0,22,78.2857,145.1940002,-38.04940033,10823184.48
GRID215,27,7,19,2.5335,8.9413,25.9914,43.2927,0.2902,0.4408,3.2447,0.2811,0,6,0,2,74.1667,145.227005,-38.04940033,10822939.34
GRID216,109,22,87,4.8838,9.3141,29.442,37.0007,0.2126,65.5111,7.6948,0.5426,0,7,6,52,56.055,145.2610016,-38.04940033,10822699.16
GRID217,78,21,55,3.9984,9.7371,32.0874,32.1057,0.1485,76.4369,8.6226,0.4473,0,5,5,98,54.0594,145.2940063,-38.04940033,10822463.02
GRID218,123,23,98,5.1184,9.7024,32.0719,32.13,0.1538,73.7507,2.6874,0.5207,0,15,5,62,57.6289,145.3269958,-38.04940033,10822232.29
GRID219,58,20,37,3.8673,8.8294,31.894,32.4425,0.1474,59.8894,3.7151,0.6076,0,7,7,87,56.3265,145.3609924,-38.04940033,10821624.32
GRID220,28,10,18,3.3062,5.8051,27.7108,36.3636,0,36.7505,0.6869,0.4253,0,5,2,23,64.8837,145.3939972,-38.04940033,10821782.89
GRID221,13,6,7,2.1371,5.7991,27.5758,36.3636,0,41.3929,0.0374,0.4634,0,2,0,14,70,145.427002,-38.04940033,10821565.89
GRID222,26,9,17,2.4624,6.021,27.4272,39.6825,0,50.6667,0.9916,0.5428,0,4,3,29,60.2532,145.4609985,-38.04940033,10819525.01
GRID223,14,5,9,1.539,6.3509,27.2251,43.3333,0.4651,77.3168,0.4699,0.3473,0,2,1,21,62,145.4940033,-38.04940033,10821144.32
GRID224,4,0,4,1.6252,6.5162,27.071,44.3925,0.4,17.3077,1.563,0.3416,0,0,0,0,90,145.5269928,-38.04940033,10820941.17
GRID225,1,1,0,0,6.8997,26.8145,46.5625,0.554,0,0,0.0058,0,0,0,0,100,145.5610046,-38.04940033,10820741.66
GRID226,4,1,3,0,6.8997,26.8145,46.5625,0.554,12.0104,1.0319,0.2507,0,0,0,0,77.5,145.5939941,-38.04940033,10820546.89
GRID227,1,1,0,0,6.8997,26.8145,46.5625,0.554,0,0.318,0.0146,0,0,0,0,0,145.6269989,-38.04940033,10820356.67
GRID228,1,0,1,0,6.8997,26.8145,46.5625,0.554,2.8237,2.4122,0.1241,0,0,0,0,0,145.6609955,-38.04940033,10820171.4
GRID229,0,0,0,0,6.8997,26.8145,46.5625,0.554,0,0.2088,0.0077,0,0,0,0,0,145.6940002,-38.04940033,10819990.37
GRID230,1,1,0,0,6.8997,26.8145,46.5625,0.554,0,0.8798,0.0259,0,0,0,0,0,145.727005,-38.04940033,10819813.55
GRID231,0,0,0,0,6.073,26.4977,47.1831,0.6452,0,0,0,0,0,0,0,0,145.75,-38.04909897,3705304.195
GRID232,0,0,0,0,1.9459,28.5714,50,0,0,100,0,0,0,0,0,0,144.576004,-38.00019836,31112.6443
GRID233,0,0,0,0,5.5568,28.1853,45.679,1.1111,0,99.9867,0.0007,0,0,0,0,0,144.5939941,-38.00159836,1170174.897
GRID234,0,0,0,0,4.804,27.8689,47.3684,0,0,100,0,0,0,0,0,0,144.628006,-38.00049973,550852.8206
GRID235,0,0,0,0,3.8501,27.6596,50,0,0,100,0,0,0,0,0,0,144.6490021,-38.00059891,210466.6823
GRID236,5,3,2,2.1704,3.989,24.0741,38.8889,0,44.6841,0,0.4992,0,1,0,0,0,145.076004,-38.00049973,41296.8804
GRID237,99,32,67,5.3137,9.2512,22.9913,39.9604,0.8635,56.2219,4.9623,0.723,0,15,6,72,54.2727,145.095993,-38.01409912,6613987.783
GRID238,79,22,57,4.6948,9.6364,23.2497,39.9609,0.8385,39.3457,17.2119,0.8289,0,8,2,48,67.8182,145.1269989,-38.01599884,10828538.36
GRID239,13,6,7,2.6638,8.9418,25.9908,43.2724,0.2901,74.5528,2.0648,0.3947,0,2,1,0,63.8182,145.1609955,-38.01599884,10828283.92
GRID240,37,14,22,4.7282,8.9418,25.9908,43.2724,0.2901,8.9507,2.8218,0.6348,0,11,0,17,73.0986,145.1940002,-38.01599884,10828034.76
GRID241,122,40,82,5.2278,9.0131,25.7369,44.5553,0.3079,1.1273,29.6607,0.5621,0,16,0,35,68.6076,145.227005,-38.01599884,10827787.41
GRID242,173,46,124,5.7034,9.5639,30.3981,34.7204,0.1799,36.7377,16.7543,0.7784,0,21,3,80,61.1111,145.2610016,-38.01599884,10827549.11
GRID243,199,54,144,5.2924,9.6791,31.1952,32.4646,0.157,61.0899,10.4505,0.6659,0,22,4,92,58.018,145.2940063,-38.01599884,10827312.44
GRID244,75,22,52,5.4249,9.4945,28.1123,33.7216,0.1688,75.8685,9.625,0.438,0,7,4,87,59.2308,145.3269958,-38.01599884,10827081.36
GRID245,40,11,29,2.6073,7.2752,27.3546,34.7188,0.173,68.3011,1.7216,0.5009,0,4,2,16,58.0435,145.3609924,-38.01599884,10826842.72
GRID246,12,3,8,1.8573,5.7991,27.5758,36.3636,0,83.3075,0.3391,0.2825,0,0,0,0,60.7143,145.3939972,-38.01599884,10826635.9
GRID247,2,1,1,1.1429,5.7991,27.5758,36.3636,0,86.7598,0.1188,0.2416,0,0,0,0,61.9231,145.427002,-38.01599884,10826414.22
GRID248,2,0,2,0,5.7991,27.5758,36.3636,0,28.1533,0.0689,0.324,0,0,0,0,0,145.4609985,-38.01599884,10826200.85
GRID249,10,6,4,0.4245,5.7991,27.5758,36.3636,0,39.7635,0.5309,0.4308,0,0,0,4,68.3333,145.4940033,-38.01599884,10825992.22
GRID250,2,2,0,2.0603,6.1092,27.3333,41.0072,0,96.2129,0.3731,0.1082,0,0,0,5,73.75,145.5269928,-38.01599884,10825788.43
GRID251,1,0,1,0.8434,6.8711,26.7635,46.4516,0.5698,25.4512,0,0.2937,0,0,0,0,0,145.5610046,-38.01599884,10825588.55
GRID252,1,0,1,0,6.8855,26.7894,46.6667,0.5618,11.5381,0.0499,0.186,0,0,0,0,0,145.5939941,-38.01599884,10825393.83
GRID253,1,0,1,0,6.8997,26.8145,46.5625,0.554,1.3196,0,0.0361,0,0,0,0,0,145.6269989,-38.01599884,10825203.37
GRID254,0,0,0,0,6.8997,26.8145,46.5625,0.554,0,0.026,0.0012,0,0,0,0,0,145.6609955,-38.01599884,10825017.51
GRID255,0,0,0,0,6.8997,26.8145,46.5625,0.554,0,1.4153,0.0382,0,0,0,0,0,145.6940002,-38.01599884,10824836.61
GRID256,4,1,3,0,6.8533,26.8215,46.2295,0.5797,0,0.8707,0.0257,0,0,0,0,0,145.727005,-38.01599884,10824659.41
GRID257,0,0,0,0,6.4052,26.6116,47.7157,0.4587,0,0,0,0,0,0,0,0,145.7539978,-38.01539993,5743768.73
GRID258,1,1,0,-1.7141,5.7203,28.1967,46.3158,0.9434,85.3859,0,0.2729,0,0,0,0,60,144.503006,-37.97140121,1376618.769
GRID259,0,0,0,0.796,6.4739,28.2407,46.5347,0.4425,22.4045,0.0004,0.3947,0,0,0,0,84.4444,144.526001,-37.97240067,2930438.671
GRID260,3,2,1,3.6728,7.2306,28.2404,46.2791,0.6237,0,93.023,0.1478,0,0,0,0,100,144.5630035,-37.97999954,6242832.776
GRID261,0,0,0,0,7.7824,28.2319,46.3807,0.5988,0,100,0,0,0,0,0,0,144.5939941,-37.98270035,10838084.74
GRID262,0,0,0,0,7.7824,28.2319,46.3807,0.5988,0,100,0,0,0,0,0,0,144.6269989,-37.98270035,10837756.66
GRID263,0,0,0,0,7.6554,28.0777,45.3292,0.5376,5.1129,94.296,0.1222,0,0,0,0,0,144.6600037,-37.98149872,8661121.654
GRID264,2,2,0,2.3355,7.1349,27.3307,38.992,0.4237,70.3044,18.0019,0.4518,0,0,0,3,57.3333,144.6909943,-37.97240067,2289687.067
GRID265,0,0,0,0,3.2189,24,37.5,0,0,0,0,0,0,0,0,0,145.0099945,-37.96979904,11041.3219
GRID266,63,30,33,3.8447,9.6467,23.6781,32.9146,1.8916,80.7784,1.3293,0.3568,0,13,5,76,50.8,145.029007,-37.979599,6862036.77
GRID267,156,49,103,5.268,9.6756,23.5918,34.2809,1.6705,80.8797,5.0083,0.3723,0,24,8,119,49.4211,145.0610046,-37.98099899,8379370.604
GRID268,108,24,82,4.0151,9.5656,23.3492,38.2122,1.0526,37.4737,1.1275,0.7649,0,17,5,59,56.5556,145.0939941,-37.98270035,10833645.5
GRID269,52,16,33,4.2214,9.5644,23.349,38.2053,1.0539,39.8162,1.1127,0.7824,0,10,3,72,60.566,145.1269989,-37.98270035,10833384.88
GRID270,153,50,100,4.931,9.0006,25.6537,42.5422,0.405,67.7344,5.6359,0.5763,0,22,9,116,52.956,145.1609955,-37.98270035,10833131.41
GRID271,222,84,137,5.2655,9.7424,23.9354,52.3086,0.4324,54.9989,4.1838,0.7263,0,33,9,145,53.5784,145.1940002,-37.98270035,10832869.61
GRID272,326,90,231,6.3136,9.8876,23.9179,53.5899,0.428,56.3221,6.2266,0.7286,0,38,7,114,50.4188,145.227005,-37.98270035,10832647.23
GRID273,127,32,94,5.5218,9.5811,26.1044,40.9323,0.258,75.0851,3.7024,0.4758,0,8,8,97,52.4324,145.2610016,-37.98270035,10832393.72
GRID274,30,12,18,3.6866,9.4495,27.2319,34.0666,0.1957,78.5214,2.2123,0.3837,0,2,1,14,67.2973,145.2940063,-37.98270035,10832156.89
GRID275,33,7,23,2.9118,9.3181,27.2311,34.1158,0.1786,93.2104,2.2994,0.1674,0,3,2,14,62.7273,145.3269958,-37.98270035,10831923.96
GRID276,10,4,6,1.2812,7.9157,27.2993,34.2412,0.1818,98.0971,0.6013,0.0572,0,0,0,0,80,145.3609924,-37.98270035,10831698.32
GRID277,3,1,2,-0.1953,5.7991,27.5758,36.3636,0,65.3406,28.7512,0.4253,0,0,0,0,54.1176,145.3939972,-37.98270035,10831369.64
GRID278,5,1,4,0,5.7991,27.5758,36.3636,0,56.3694,40.976,0.4189,0,0,1,0,64.186,145.427002,-37.98270035,10831258.79
GRID279,2,1,1,0.289,5.7991,27.5758,36.3636,0,72.591,25.0488,0.3491,0,0,0,0,80,145.4609985,-37.98270035,10831045.2
GRID280,4,0,4,1.6277,5.7991,27.5758,36.3636,0,69.44,0,0.3352,0,0,0,0,78.6957,145.4940033,-37.98270035,10830836.03
GRID281,5,1,3,2.7714,5.8348,27.7778,37.8641,0,66.872,0,0.358,0,0,0,3,85,145.5269928,-37.98270035,10830631.91
GRID282,1,1,0,0.6045,6.045,27.4882,40.3101,0,30.0554,0,0.3397,0,0,0,4,80,145.5610046,-37.98270035,10830432.43
GRID283,2,1,1,0,6.3026,27.1062,43.2749,0.4854,2.401,0,0.0582,0,0,0,0,0,145.5939941,-37.98270035,10830236.82
GRID284,0,0,0,0,6.2226,27.1825,42.0382,0.5236,2.1839,0,0.054,0,0,0,0,0,145.6269989,-37.98270035,10830046.27
GRID285,0,0,0,0,6.3386,27.2085,42.6966,0.4717,0,0,0,0,0,0,0,0,145.6609955,-37.98270035,10829860.28
GRID286,0,0,0,0,6.3456,27.0175,43.0168,0.4673,0,0,0,0,0,0,0,0,145.6940002,-37.98270035,10829679.08
GRID287,2,1,1,0,9.1205,25.5005,51.5876,0.382,0,0,0,0,0,0,0,0,145.727005,-37.98289871,10520392.09
GRID288,0,0,0,0,10.6055,25.4287,52.0396,0.3985,0,0,0,0,0,0,0,0,145.753006,-37.98669815,3672173.946
GRID289,0,0,0,0,3.2958,29.6296,50,0,0,0,0,0,0,0,0,0,144.4759979,-37.93780136,123331.6197
GRID290,0,0,0,-0.0199,7.5934,28.262,46.3533,0.5789,6.5563,1.0648,0.2371,0,0,1,0,56,144.4949951,-37.94839859,8969612.494
GRID291,2,0,1,0,7.7828,28.2618,46.3807,0.5988,2.9658,0,0.1254,0,0,0,0,90,144.5269928,-37.94940186,10843605.53
GRID292,1,1,0,5.5865,7.7828,28.2618,46.3807,0.5988,0.0465,62.4224,0.4095,0,0,0,0,100,144.5610046,-37.94940186,10843267.95
GRID293,6,4,2,0,7.7828,28.2618,46.3807,0.5988,0.0533,53.2995,0.4158,0,0,0,0,92,144.5939941,-37.94940186,10842934.63
GRID294,0,0,0,0,7.7828,28.2618,46.3807,0.5988,0,95.6612,0.105,0,0,0,0,100,144.6269989,-37.94940186,10842605.96
GRID295,0,0,0,0,8.2188,27.7089,41.8584,0.4428,23.156,67.6708,0.4447,0,0,0,0,80,144.6609955,-37.94940186,10615853.68
GRID296,2,0,1,0,8.8054,27.2864,38.4885,0.3569,98.1094,0,0.0564,0,0,0,7,75.814,144.6940002,-37.94929886,10789669.15
GRID297,0,0,0,0,8.1648,27.3115,38.1766,0.3754,94.2987,0,0.132,0,0,0,0,0,144.7250061,-37.94549942,5653841.547
GRID298,0,0,0,0,6.7056,27.295,30.5785,0.6231,0,0,0.0134,0,0,0,0,0,144.7550049,-37.93579865,1127260.361
GRID299,56,19,36,3.0464,8.8527,23.7523,31.0465,2.1477,71.0533,5.6029,0.4726,0,11,4,42,47.8846,145.003006,-37.94620132,2827379.248
GRID300,151,41,110,5.2162,10.177,23.7905,31.7669,2.0388,68.8573,11.8674,0.5226,0,23,7,148,52.0283,145.0269928,-37.94940186,10826192.49
GRID301,207,63,142,5.1234,10.0057,24.1322,35.8897,1.4183,53.7239,4.1882,0.6372,0,24,8,157,53.4694,145.0610046,-37.94940186,10838758.87
GRID302,59,17,41,4.3279,9.71,20.017,42.8658,1.0142,43.0963,6.0709,0.6487,0,8,2,68,56,145.0939941,-37.94940186,10838488.71
GRID303,93,22,70,4.4989,9.7126,19.1831,44.2079,1.0012,42.7962,0.5181,0.7245,0,22,5,87,54,145.1269989,-37.94940186,10838229.18
GRID304,227,72,153,4.8701,9.7377,20.8451,43.9806,0.5843,58.5961,5.9628,0.6964,0,26,8,96,49.8204,145.1609955,-37.94940186,10837970.39
GRID305,192,59,131,6.2177,9.9176,21.4,45.0119,0.4737,61.4294,11.0066,0.5938,0,25,8,118,55.4822,145.1940002,-37.94940186,10837728.25
GRID306,79,19,59,5.573,9.803,24.0712,48.6269,0.4181,40.6257,14.1829,0.6644,0,7,3,54,65.6897,145.227005,-37.94940186,10837478.44
GRID307,6,2,4,2.1055,9.5861,26.0902,38.8771,0.3175,22.4907,1.8633,0.4979,0,0,0,17,68.8889,145.2610016,-37.94940186,10837237.16
GRID308,6,4,2,3.4744,8.968,26.8221,32.6293,0.3013,12.3932,40.4006,0.533,0,1,0,0,65,145.2940063,-37.94940186,10837143.39
GRID309,14,4,9,0,5.7991,27.5758,36.3636,0,53.5165,2.8029,0.4595,0,0,0,0,81.6667,145.3269958,-37.94940186,10836768.36
GRID310,28,12,16,3.0332,5.8081,27.6276,36,0,85.043,0.862,0.2778,0,0,0,14,76.6667,145.3609924,-37.94940186,10836540.52
GRID311,6,1,5,2.3127,5.8579,27.4286,36.1905,0,21.0567,67.911,0.4655,0,0,1,2,68.4,145.3939972,-37.94940186,10835959.89
GRID312,3,1,2,0,5.7991,27.5758,36.3636,0,26.8739,72.2897,0.3269,0,0,1,4,55,145.427002,-37.94940186,10836099.45
GRID313,16,6,10,0.5408,5.7991,27.5758,36.3636,0,57.2346,29.3238,0.5403,0,0,0,10,69.4595,145.4609985,-37.94940186,10835885.51
GRID314,18,6,9,0.6499,5.7991,27.5758,36.3636,0,59.1166,1.6494,0.445,0,0,1,14,59.8361,145.4940033,-37.94940186,10835675.78
GRID315,7,4,3,1.7613,5.7991,27.5758,36.3636,0,2.6798,1.5996,0.1414,0,0,0,10,57.2727,145.5269928,-37.94940186,10835471.53
GRID316,7,2,5,3.1677,5.7991,27.5758,36.3636,0,21.8862,1.3165,0.3567,0,0,1,5,63.3333,145.5610046,-37.94940186,10835271.68
GRID317,1,0,1,0.6778,5.7991,27.5758,36.3636,0,0,0,0,0,0,0,0,0,145.5939941,-37.94940186,10835076.19
GRID318,1,0,1,0,5.7991,27.5758,36.3636,0,0,0,0,0,0,0,0,0,145.6269989,-37.94940186,10834885.1
GRID319,1,1,0,0,5.7991,27.5758,36.3636,0,0,0,0,0,0,0,0,0,145.6609955,-37.94940186,10834699.01
GRID320,1,0,1,0,5.7991,27.5758,36.3636,0,0,0,0,0,0,0,0,0,145.6940002,-37.94940186,10834517.31
GRID321,0,0,0,0,5.6204,27.5362,36.5854,0,0,0,0,0,0,0,0,0,145.7259979,-37.94860077,9038585.748
GRID322,0,0,0,0,1.6094,20,100,0,0,0,0,0,0,0,0,0,145.7449951,-37.93659973,151748.017
GRID323,0,0,0,0,2.7081,26.6667,40,0,0,0,0,0,0,0,0,0,144.477005,-37.92509842,68301.3754
GRID324,1,1,0,0,7.698,28.2668,46.3557,0.6519,0,0,0.0001,0,0,0,0,100,144.4949951,-37.91630173,9962114.853
GRID325,0,0,0,0,7.7832,28.25,46.3186,0.5981,0,0,0,0,0,0,0,0,144.5269928,-37.91600037,10848453.08
GRID326,1,1,0,0.0735,7.7832,28.25,46.3186,0.5981,0.005,0.0005,0.0053,0,0,0,0,0,144.5610046,-37.91600037,10848114.91
GRID327,0,0,0,0,7.7832,28.25,46.3186,0.5988,0.2464,0.0125,0.0664,0,0,0,0,100,144.5939941,-37.91600037,10847781.15
GRID328,12,4,6,4.2706,7.7832,28.25,46.3186,0.5988,15.0515,14.0514,0.5717,0,1,1,27,67.381,144.6269989,-37.91600037,10847452.01
GRID329,72,23,49,3.8294,8.5299,27.4684,39.9476,0.4235,29.4896,30.4464,0.7848,0,11,5,53,53.1034,144.6609955,-37.91600037,10798794.6
GRID330,21,11,10,4.2645,8.8106,27.2782,38.496,0.3549,41.8651,1.5702,0.4453,0,4,0,7,79.1176,144.6940002,-37.91600037,10846808.38
GRID331,1,0,0,0,8.9217,27.3188,33.0337,0.5149,31.8785,0,0.3602,0,0,1,20,66.6667,144.727005,-37.91600037,10846492.83
GRID332,5,3,2,1.7845,8.9452,27.3367,30.793,0.5638,34.2643,0,0.5578,0,1,1,14,60,144.7610016,-37.91579819,10579692.93
GRID333,2,2,0,0,8.3023,27.3494,30.8208,0.5678,21.6641,0,0.3943,0,0,0,2,70,144.7879944,-37.91339874,5562219.031
GRID334,159,62,95,4.8743,10.0355,23.8498,28.3227,2.5123,84.8721,3.3705,0.3072,0,27,6,91,50.4661,144.9980011,-37.91559982,7947822.541
GRID335,231,59,168,5.6345,10.3362,23.8906,32.0983,2.0197,79.8598,3.5818,0.3842,12,30,11,119,50.8487,145.0269928,-37.91600037,10843862.84
GRID336,130,39,90,4.4017,10.3079,23.3475,36.1193,1.5311,84.9357,1.4808,0.3429,0,18,10,171,49.0674,145.0610046,-37.91600037,10843610.29
GRID337,173,48,123,5.4323,10.0535,19.7022,40.5942,1.3799,57.0906,2.5937,0.675,0,28,8,162,51.5929,145.0939941,-37.91600037,10843329.95
GRID338,218,70,146,5.5808,9.84,18.5092,44.0192,1.1343,48.4131,13.7035,0.7759,0,38,3,135,57.9048,145.1269989,-37.91600037,10843069.91
GRID339,194,50,143,6.894,9.9085,20.6905,43.1525,0.5861,52.8867,25.0893,0.6599,0,21,7,103,57.5397,145.1609955,-37.91600037,10842814.45
GRID340,78,29,48,5.4439,9.6978,21.8585,37.7841,0.4244,61.0344,4.531,0.6488,0,8,5,97,53.5294,145.1940002,-37.91600037,10842563.54
GRID341,100,24,75,6.0063,9.5125,23.0633,31.461,0.3945,22.8229,27.9326,0.8874,0,18,2,41,60.7246,145.227005,-37.91600037,10842317.37
GRID342,59,15,44,4.0202,9.5249,26.4676,31.9971,0.357,65.4717,1.0327,0.5727,0,9,4,115,54.0698,145.2610016,-37.91600037,10842075.97
GRID343,32,10,21,2.0944,9.4531,26.6395,32.0396,0.3465,35.4025,1.5625,0.4854,0,1,0,13,67.8947,145.2940063,-37.91600037,10841694.71
GRID344,32,8,23,3.1962,8.1435,26.1552,33.0153,0.4124,49.752,3.3875,0.5632,0,5,3,34,52.7778,145.3269958,-37.91600037,10841600
GRID345,67,18,48,3.478,7.1293,25.7212,34.8052,0.3891,72.4402,1.0274,0.4383,0,3,6,58,50.303,145.3609924,-37.91600037,10841377.74
GRID346,22,4,18,3.1941,7.6227,25.4403,34.3354,0.4728,82.3995,1.6379,0.3278,0,0,1,10,55.9184,145.3939972,-37.91600037,10840849.26
GRID347,23,7,15,1.8567,7.3518,25.5292,34.4398,0.4658,71.3302,1.5125,0.3975,0,1,0,11,66.0714,145.427002,-37.91600037,10840645.77
GRID348,20,7,13,1.9069,6.6657,26.1146,34.8548,0.3125,80.1329,1.6602,0.3872,0,1,1,10,58.3721,145.4609985,-37.91600037,10840716.05
GRID349,14,6,8,1.6581,5.8805,27.3743,36.1111,0,55.5107,0.4566,0.4482,0,0,0,2,68.6667,145.4940033,-37.91600037,10840507.63
GRID350,2,2,0,0,5.7991,27.5758,37.3737,0,18.9875,0,0.2528,0,0,0,0,85,145.5269928,-37.91600037,10840308.19
GRID351,6,4,2,0,5.7991,27.5758,37.3737,0,12.2531,0,0.2198,0,0,0,0,0,145.5610046,-37.91600037,10840107.97
GRID352,8,1,6,0,5.7991,27.5758,37.3737,0,0,0,0.0233,0,0,0,0,0,145.5939941,-37.91600037,10839912.3
GRID353,0,0,0,0,5.7991,27.5758,37.3737,0,0,0,0,0,0,0,0,0,145.6269989,-37.91600037,10839720.65
GRID354,1,1,0,0,5.7991,27.5758,37.3737,0,0,0,0,0,0,0,0,0,145.6609955,-37.91600037,10839534.51
GRID355,2,1,1,0,5.7991,27.5758,37.3737,0,0,0,0,0,0,0,0,0,145.6940002,-37.91600037,10839352.73
GRID356,0,0,0,0,5.79,27.5229,36.7347,0,0,0,0,0,0,0,0,0,145.727005,-37.91600037,10715193.47
GRID357,0,0,0,0,3.8712,27.0833,35.7143,0,0,0,0,0,0,0,0,0,145.75,-37.91260147,1562796.665
GRID358,0,0,0,0,6.5497,28.3262,46.3303,0.4115,0,0,0,0,0,0,0,0,144.4649963,-37.87549973,3160807.415
GRID359,1,1,0,0,7.7523,28.2338,46.4088,0.6173,0,0,0.0081,0,0,0,0,0,144.4940033,-37.88249969,10516751.12
GRID360,0,0,0,0,7.7836,28.2382,46.3186,0.5981,0,0,0,0,0,0,0,0,144.5269928,-37.88270187,10853296.43
GRID361,1,1,0,0,7.7836,28.2382,46.3186,0.5981,6.1359,0,0.1186,0,0,0,0,0,144.5610046,-37.88270187,10852958.25
GRID362,4,0,4,1.4465,7.7836,28.2382,46.3186,0.5981,46.9688,1.0809,0.387,0,0,3,6,48.2353,144.5939941,-37.88270187,10852624.31
GRID363,42,17,25,2.4933,7.997,27.961,44.2013,0.4713,39.5589,2.098,0.5639,0,2,2,73,54.2169,144.6269989,-37.88270187,10852294.34
