Zones,Total,Ser,Minor,VKT,LN_PO,P_YP,INC1,Cycle,Res,Coma,Index,Trams,T_Sig,Schol,Bus,Speed,Longi,Latit,AREA
GRID001,0,0,0,0,0.6931,0,0,0,0,0,0,0,0,0,0,0,144.8769989,-38.46689987,12897.4029
GRID002,0,0,0,1.4185,6.8112,19.4934,57.0533,0.7353,63.504,0,0.3696,0,0,0,0,77.1429,144.8950043,-38.48070145,6965325.046
GRID003,5,0,5,-0.0966,7.0917,19.5507,57.109,0.5556,27.3078,0,0.3493,0,0,0,0,0,144.9279938,-38.48109818,9223678.106
GRID004,3,1,1,0,6.8395,19.4861,57.3171,0.7143,0,0,0.0561,0,0,0,0,0,144.9609985,-38.47769928,7167493.857
GRID005,1,0,1,1.2891,6.6425,19.5567,57.2491,0.4348,6.5208,0.4809,0.2265,0,0,0,0,80,144.9929962,-38.47660065,5884679.781
GRID006,2,1,1,0,5.8289,19.4118,57.1429,0.9804,48.011,1.8887,0.6524,0,0,0,3,54.2857,145.0209961,-38.47539902,2610889.283
GRID007,0,0,0,0,1.3863,25,50,0,0,2.3607,0.0574,0,0,0,0,0,144.8430023,-38.43379974,33210.4701
GRID008,2,1,1,0.4428,6.6026,19.5387,57.1429,0.4525,52.5434,1.2073,0.4137,0,0,0,0,57.7778,144.8630066,-38.44649887,5657068.412
GRID009,2,1,1,1.2091,7.2464,19.5296,57.2008,0.4762,64.9829,0,0.3771,0,0,0,0,50,144.8939972,-38.44940186,10767060.03
GRID010,0,0,0,0,7.2464,19.5296,57.2008,0.4762,0.1892,0,0.0834,0,0,0,0,0,144.927002,-38.44940186,10766778.19
GRID011,0,0,0,0,7.2464,19.5296,57.2008,0.4762,0,0.0395,0.0232,0,0,0,0,83.3333,144.9609985,-38.44940186,10766501.2
GRID012,1,0,1,0,7.2464,19.5296,57.2008,0.4762,0,0,0.0315,0,0,0,0,0,144.9940033,-38.44940186,10766229.17
GRID013,4,2,2,1.6762,7.0361,19.5251,57.1429,0.5865,2.3767,0,0.1204,0,0,0,2,83.75,145.026001,-38.44850159,8725146.406
GRID014,0,0,0,0,2.9957,20,57.1429,0,29.0788,0,0.5572,0,0,0,0,0,145.0460052,-38.43560028,154462.9067
GRID015,0,0,0,0,4.3307,19.7368,55.5556,0,34.5911,0,0.3314,0,0,0,0,0,144.8059998,-38.40340042,579706.2629
GRID016,3,1,2,1.2001,6.8575,19.5584,57.1856,0.7018,77.7196,1.4673,0.3305,0,0,0,9,64.6154,144.8289948,-38.41389847,7296509.815
GRID017,2,0,2,1.0492,7.2471,19.5157,57.2008,0.4762,56.7032,1.8674,0.4373,0,0,0,0,76.5385,144.8609924,-38.41600037,10772243.83
GRID018,5,1,4,-0.057,7.2471,19.5157,57.2008,0.4762,8.5173,4.2476,0.2922,0,0,1,0,70,144.8939972,-38.41600037,10771957.91
GRID019,0,0,0,-0.2572,7.2471,19.5157,57.2008,0.4762,0,0.9168,0.0268,0,0,0,0,0,144.927002,-38.41600037,10771675.92
GRID020,2,1,1,0.6286,7.2471,19.5157,57.2008,0.4762,37.7555,0,0.352,0,0,0,0,87.7778,144.9609985,-38.41600037,10771398.57
GRID021,6,3,3,1.7278,7.2471,19.5157,57.2008,0.4762,45.85,0,0.3863,0,0,0,0,80,144.9940033,-38.41600037,10771125.89
GRID022,2,1,1,0.7653,7.2471,19.5157,57.2008,0.4762,37.7526,0.1389,0.3988,0,0,0,0,85,145.0269928,-38.41600037,10770857.83
GRID023,2,2,0,2.0821,7.0842,19.5306,57.0406,0.5602,29.8118,0.5372,0.481,0,0,0,6,77.0588,145.0599976,-38.41490173,9151610.398
GRID024,0,0,0,0.6817,5.6733,20.2749,56,0,4.955,0,0.326,0,0,0,0,25,145.0899963,-38.40840149,2195484.584
GRID025,0,0,0,0,1.6094,20,50,0,8.2802,0,0.1467,0,0,0,0,0,145.1119995,-38.40010071,33222.4345
GRID026,0,0,0,0,4.9053,26.6667,41.4634,0,0,0,0.1334,0,0,0,0,0,145.201004,-38.40240097,890410.8559
GRID027,0,0,0,0,5.4681,26.1603,39.726,0,0,0,0,0,0,0,0,0,145.2220001,-38.40420151,1558314.333
GRID028,1,1,0,1.2557,5.5452,19.5313,56.6667,0,61.952,0,0.4048,0,0,0,1,64.2857,144.7669983,-38.37310028,1965194.727
GRID029,13,2,10,2.7513,7.075,19.5431,57.1084,0.565,83.0327,0.0142,0.3313,0,0,0,14,66.25,144.7949982,-38.38169861,9068794.455
GRID030,37,9,28,2.3197,7.1389,19.5238,57.2398,0.5305,88.1069,1.2183,0.2584,0,4,1,40,63.2727,144.8269958,-38.38370132,9668564.08
GRID031,24,7,17,2.666,7.2123,19.5428,57.1429,0.4926,56.9377,0.6192,0.5612,0,2,1,24,61.8182,144.8609924,-38.38299942,10407507.36
GRID032,49,11,37,3.2432,7.2471,19.5157,57.2008,0.4751,32.5278,3.134,0.6515,0,6,3,22,58.5366,144.8939972,-38.38270187,10776852.51
GRID033,8,6,2,0,7.2471,19.5157,57.2008,0.4751,30.6297,0.7208,0.4568,0,0,0,12,79,144.927002,-38.38270187,10776570.34
GRID034,3,2,1,0.1792,7.2471,19.5157,57.2008,0.4751,30.287,0,0.3152,0,0,0,0,84.1667,144.9609985,-38.38270187,10776292.49
GRID035,5,2,3,1.7677,7.2471,19.5157,57.2008,0.4751,97.191,0.0369,0.0732,0,0,1,0,69.1304,144.9940033,-38.38270187,10776019.62
GRID036,10,1,9,0.4301,7.2471,19.5157,57.2008,0.4751,95.1167,0.2041,0.1217,0,0,0,0,70.6667,145.0269928,-38.38270187,10775751.02
GRID037,1,1,0,0.9197,7.2471,19.5157,57.2008,0.4751,50.4271,0,0.39,0,0,0,0,85,145.0610046,-38.38270187,10775486.52
GRID038,2,1,0,1.4535,7.2991,21.9743,51.8145,0.5988,6.5966,0,0.1815,0,0,0,3,74.697,145.0939941,-38.38270187,10775227.68
GRID039,5,2,3,1.6239,7.1785,26.3158,40.1496,0.3717,24.4657,1.418,0.4755,0,0,1,1,61.746,145.1269989,-38.3810997,8617613.489
GRID040,4,1,3,2.553,7.2556,26.3418,40.1848,0.3442,19.3511,7.3833,0.5514,0,0,2,19,68.4211,145.1609955,-38.3810997,9309220.352
GRID041,1,0,1,0.706,7.224,26.312,40,0.3552,4.0948,0.8383,0.3471,0,0,0,4,76.25,145.1940002,-38.38339996,9015933.806
GRID042,0,0,0,0,5.7494,26.4331,39.5833,0,0,4.2482,0.1242,0,0,0,0,72.5,145.2169952,-38.3832016,2061348.961
GRID043,0,0,0,-0.9881,3.7377,19.0476,53.3333,0,11.9288,0,0.1878,0,0,0,0,40,144.7059937,-38.33509827,322512.3774
GRID044,11,6,5,2.446,6.4151,19.4763,57.2093,0.5464,55.0509,2.3094,0.557,0,0,2,26,56.1765,144.7290039,-38.34370041,4689338.195
GRID045,13,5,7,0.2003,6.4615,19.5313,57.3333,0.5208,77.5352,0.0166,0.3977,0,0,0,30,59.359,144.7590027,-38.35329819,4911724.159
GRID046,3,0,3,0,4.6052,20,57.1429,0,63.9918,0.796,0.5151,0,1,0,22,67.7778,144.7879944,-38.36349869,767741.0784
GRID047,7,2,5,1.2499,3.6636,20.5128,57.1429,0,37.0837,4.5276,0.6099,0,1,0,5,56.25,144.8710022,-38.36429977,296285.9606
GRID048,44,14,30,1.8236,5.9402,19.4737,57.1429,0.8772,68.8485,7.2695,0.5221,0,5,1,50,50.75,144.8959961,-38.36009979,2916467.443
GRID049,30,8,21,2.7834,6.6733,19.5954,57.1942,0.4219,67.2892,1.0689,0.5154,0,2,0,29,63.4146,144.9279938,-38.35499954,6070512.09
GRID050,39,9,29,3.1243,7.167,19.5216,57.1429,0.5155,37.5442,1.126,0.5673,0,0,1,23,62.6087,144.9609985,-38.34989929,9947867.589
GRID051,2,1,1,1.5672,7.2478,19.5018,57.2008,0.4751,72.1914,2.1776,0.4381,0,0,1,2,73.4146,144.9940033,-38.34939957,10780909.45
GRID052,5,1,4,0.6479,7.2478,19.5018,57.2008,0.4751,37.0273,0.4333,0.4089,0,0,1,0,74,145.0269928,-38.34939957,10780640.33
GRID053,8,5,3,2.0467,7.2478,19.5018,57.2008,0.4751,61.3966,0,0.3786,0,0,0,0,78,145.0610046,-38.34939957,10780375.83
GRID054,5,2,3,1.5702,7.2951,21.7923,52.1212,0.6073,63.9366,0,0.4232,0,0,0,0,92.2222,145.0939941,-38.34939957,10780116.22
GRID055,4,1,3,1.1316,7.4025,26.3415,40.0398,0.2972,89.6176,0,0.2233,0,0,0,0,87.5,145.1269989,-38.34939957,10779860.42
GRID056,15,6,9,2.9938,7.4025,26.3415,40.0398,0.2972,34.4824,1.0301,0.5692,0,0,1,4,79.2063,145.1609955,-38.34939957,10779609.42
GRID057,13,4,9,2.3754,7.3185,26.3263,40.1302,0.3231,33.9972,7.3882,0.7522,0,0,2,14,65.8696,145.1940002,-38.34989929,9910820.485
GRID058,3,2,0,0,4.8283,26.4,39.4737,0,3.8415,36.5813,0.4854,0,0,0,0,70,145.2140045,-38.35229874,824179.9502
GRID059,0,0,0,0,5.247,19.4737,56.7164,0,0,0,0.3433,0,0,0,0,0,144.6670074,-38.31079865,1459050.301
GRID060,0,0,0,1.1815,6.5889,19.5323,57.2549,0.4587,12.8826,0,0.4884,0,0,0,3,48.5714,144.6940002,-38.31949997,5578793.674
GRID061,4,2,2,0,6.073,19.5853,57.2368,0.7692,71.1604,0.4121,0.4568,0,1,0,13,58.1818,144.7250061,-38.32590103,3331762.459
GRID062,11,3,8,2.7009,4.1109,19.6721,57.1429,0,66.3423,6.9463,0.5028,0,2,0,13,60,144.9720001,-38.32970047,469560.2255
GRID063,20,8,11,3.3072,7.1115,20.7993,53.7915,0.5236,48.8492,0.2705,0.5533,0,0,0,25,67.25,144.9960022,-38.31719971,7841261.363
GRID064,12,6,5,2.8937,7.5202,21.6802,51.5152,0.5025,15.9198,2.8102,0.4109,0,0,0,0,85.4545,145.0269928,-38.31600189,10785525.88
GRID065,0,0,0,0,7.2917,21.594,52.621,0.6148,0,0,0,0,0,0,0,0,145.0610046,-38.31600189,10785260.83
GRID066,3,2,1,0.6181,7.3652,24.7468,44.489,0.3289,1.1028,0.1203,0.0935,0,0,0,0,0,145.0939941,-38.31600189,10785000.85
GRID067,0,0,0,0.4579,7.4031,26.3254,40.0398,0.2972,61.7197,0.7547,0.361,0,0,0,0,0,145.1269989,-38.31600189,10784744.98
GRID068,11,4,6,1.985,7.4031,26.3254,40.0398,0.2972,58.885,0.0963,0.4251,0,0,1,3,72.7778,145.1609955,-38.31600189,10784493.47
GRID069,33,9,22,2.6675,6.809,26.3797,40.0722,0.2688,40.5718,3.7297,0.7226,0,3,2,18,57.25,145.1909943,-38.31570053,5958892.324
GRID070,0,0,0,0,4.6821,25.9259,39.3939,0,0,3.4776,0.1531,0,0,0,0,0,145.2169952,-38.30960083,710202.9858
GRID071,0,0,0,1.2256,5.112,26.506,47.1698,0,0,0,0.0876,0,0,0,0,55,145.5330048,-38.30410004,1807395.004
GRID072,0,0,0,1.6742,4.4067,26.8293,44.4444,0,0,0,0.1002,0,0,0,0,0,145.5700073,-38.30390167,898307.5792
GRID073,4,2,2,0,6.5624,26.8362,46.4912,0.3876,0,0,0.0858,0,0,0,0,0,145.5939941,-38.3144989,7727254.347
GRID074,8,4,4,2.5661,8.1365,25.3731,39.8537,0.4102,69.9387,0.9429,0.4452,0,0,0,0,63.4286,144.9989929,-38.28570175,5155023.777
GRID075,17,4,13,3.4844,8.8445,25.3893,39.7927,0.4037,52.9358,1.0997,0.5603,0,3,2,21,66.9841,145.0269928,-38.28269958,10765299.14
GRID076,5,2,3,4.8414,8.1964,25.634,39.9651,0.3704,0,10.4467,0.3082,0,0,0,0,95,145.0610046,-38.28269958,10790142.09
GRID077,2,1,1,0,7.8466,25.8897,39.9249,0.4057,5.5051,2.1955,0.3011,0,0,0,0,70,145.0939941,-38.28269958,10789876.61
GRID078,8,6,2,0.8867,7.4031,26.3254,40.0398,0.2972,72.0759,0.0441,0.3593,0,0,0,0,0,145.1269989,-38.28269958,10789625.5
GRID079,18,8,10,2.1296,7.4031,26.3254,40.0398,0.2972,52.0244,2.6757,0.4698,0,0,1,4,67.7778,145.1609955,-38.28269958,10789373.46
GRID080,21,2,19,2.9527,7.3376,26.35,40,0.317,11.756,0.9098,0.4608,0,1,0,4,77.0833,145.1940002,-38.28219986,10104554.54
GRID081,1,0,1,0,6.5453,26.2931,39.9061,0.3497,0,4.9773,0.1171,0,0,0,0,0,145.2200012,-38.28219986,4575393.969
GRID082,0,0,0,0,5.2095,26.776,45.7627,0,0,0,0,0,0,0,0,0,145.5050049,-38.27519989,1993399.73
GRID083,0,0,0,0,6.8046,26.8293,46.3918,0.6098,0,1.5512,0.0477,0,0,0,0,0,145.5279999,-38.28210068,9838698.858
GRID084,10,4,5,2.0346,6.8167,26.8346,46.5986,0.6024,7.2626,4.3928,0.3837,0,0,0,0,81.3333,145.5610046,-38.28210068,9960155.137
GRID085,1,1,0,0,6.8947,26.849,46.5409,0.5571,0.0038,0,0.0866,0,0,0,0,90,145.5939941,-38.28269958,10769730.71
GRID086,0,0,0,0,6.4135,26.7213,46.1929,0.4505,0,0,0.0118,0,0,0,0,0,145.6269989,-38.2784996,6649523.595
GRID087,2,1,1,0,6.4489,26.7405,46.5686,0.4348,0,0,0.0002,0,0,0,0,0,145.6609955,-38.27719879,6894581.949
GRID088,0,0,0,0,6.42,26.873,46.4646,0.4484,0,0,0,0,0,0,0,0,145.6940002,-38.27759933,6702444.323
GRID089,0,0,0,0,10.1225,24.048,54.1336,1.2224,0,0,0,0,0,0,0,0,145.723999,-38.27719879,5244591.654
GRID090,38,16,22,3.4462,8.3416,25.3874,39.8362,0.4011,73.8665,0.7754,0.4584,0,3,1,42,62.2727,145.0310059,-38.25030136,6329126.777
GRID091,43,7,34,3.3883,8.8757,25.3773,39.8079,0.431,65.4146,5.6885,0.5656,0,1,1,39,64.375,145.0610046,-38.24940109,10795020.15
GRID092,17,2,15,3.3588,8.7262,25.4301,39.8172,0.4067,20.4019,1.4399,0.3861,0,0,1,0,68.8235,145.0939941,-38.24940109,10794759.36
GRID093,3,3,0,3.9346,7.4037,26.3094,40.0398,0.2967,76.5643,1.0885,0.3237,0,0,0,0,84.2857,145.1269989,-38.24940109,10794503.13
GRID094,8,4,3,2.608,7.4037,26.3094,40.0398,0.2967,92.5265,0.4409,0.1874,0,0,3,10,62.5,145.1609955,-38.24940109,10794250.75
GRID095,10,2,7,2.426,7.4037,26.3094,40.0398,0.2967,49.0708,1.481,0.5539,0,1,1,10,67.6923,145.1940002,-38.24940109,10794003.54
GRID096,11,5,6,2.3174,7.3479,26.3361,40,0.314,3.4122,0.6142,0.1515,0,0,0,0,0,145.227005,-38.24900055,10207233.2
GRID097,0,0,0,0,5.3613,26.2911,40,0,0,0,0,0,0,0,0,0,145.25,-38.24200058,1400908.074
GRID098,0,0,0,0,4.7005,26.3636,38.2353,0,0,0,0,0,0,0,0,0,145.3269958,-38.23690033,722492.749
GRID099,0,0,0,2.3435,6.319,26.8468,46.3687,0.495,0,0.9235,0.0321,0,0,0,0,0,145.4989929,-38.24869919,6056040.959
GRID100,4,3,1,2.347,6.8967,26.7947,46.395,0.5556,0,0.8608,0.1042,0,0,0,0,0,145.5269928,-38.24940109,10791778.75
GRID101,4,1,3,1.8301,6.8967,26.7947,46.395,0.5556,2.5518,1.524,0.1962,0,1,1,1,64.1463,145.5610046,-38.24940109,10791580.78
GRID102,6,0,5,0,6.8967,26.7947,46.395,0.5556,1.2511,1.7201,0.1114,0,0,0,0,86.6667,145.5939941,-38.24940109,10791387.98
GRID103,0,0,0,0,6.8967,26.7947,46.395,0.5556,0,1.5714,0.0834,0,0,0,0,0,145.6269989,-38.24940109,10791199.12
GRID104,1,0,1,0,6.8967,26.7947,46.395,0.5556,0,1.5381,0.0729,0,0,0,0,0,145.6609955,-38.24940109,10791015.06
GRID105,4,1,3,0,6.8967,26.7947,46.395,0.5556,0,5.7767,0.146,0,0,0,0,100,145.6940002,-38.24940109,10790835.93
GRID106,0,0,0,0,10.369,24.1242,54.0411,1.1792,0,0.7751,0.0279,0,0,0,0,0,145.7230072,-38.25279999,4406225.933
GRID107,32,13,18,2.393,7.4378,25.3679,39.8897,0.495,62.2654,12.8376,0.6087,0,2,1,40,55,145.0359955,-38.22340012,2563748.194
GRID108,73,17,56,4.6532,8.7408,25.3798,39.8102,0.4036,56.022,3.2696,0.6757,0,5,5,42,57.907,145.0610046,-38.21689987,9433426.973
GRID109,27,14,12,4.1546,8.8683,25.3696,39.7977,0.4341,57.1139,2.697,0.5546,0,1,0,3,67.8378,145.0939941,-38.2159996,10799633.45
GRID110,8,2,6,4.0214,7.6885,26.0192,39.9705,0.3497,45.9742,1.2118,0.4523,0,0,0,0,81.25,145.1269989,-38.2159996,10799562.33
GRID111,26,10,16,3.1845,7.4043,26.3542,39.9602,0.2967,78.8906,2.0767,0.4046,0,2,2,14,68.2222,145.1609955,-38.2159996,10799123.86
GRID112,16,6,10,1.8283,7.4043,26.3542,39.9602,0.2967,90.4469,0.1792,0.2305,0,0,1,11,61.7647,145.1940002,-38.2159996,10798872.55
GRID113,27,8,16,3.3945,7.4037,26.3094,40.0398,0.2967,80.2613,1.1167,0.3241,0,1,1,12,63.4884,145.227005,-38.2159996,10791132.19
GRID114,3,1,2,2.1701,7.1309,26.32,40.0524,0.1949,8.9346,0.8182,0.2288,0,0,0,0,86.6667,145.2599945,-38.21419907,8217342.814
GRID115,3,2,1,0,6.7878,26.2683,40.2214,0.2747,11.3496,1.1074,0.2767,0,0,0,4,65,145.2940063,-38.21170044,5827775.556
GRID116,1,0,1,0,7.2855,26.3194,40.1345,0.3339,13.4804,1.0049,0.3086,0,0,0,17,57.7419,145.3269958,-38.21559906,9589671.311
GRID117,2,1,1,2.5885,6.7639,26.3279,40,0.2817,6.2283,1.6076,0.2545,0,0,0,7,79.1667,145.3609924,-38.20980072,5691852.549
GRID118,8,2,6,2.5554,7.0934,26.3289,40.2174,0.2024,22.8801,0.5463,0.4733,0,1,1,7,58.9286,145.3950043,-38.21269989,7914078.745
GRID119,4,1,3,2.8174,6.6187,26.5688,42.9787,0.3436,10.3032,4.7119,0.3772,0,0,0,0,0,145.427002,-38.21170044,6372039.562
GRID120,9,3,4,1.9566,6.6451,26.788,46.371,0.7143,0,1.6935,0.1196,0,0,0,0,100,145.4620056,-38.2140007,8392610.734
GRID121,11,3,8,1.2314,6.8926,26.802,46.5409,0.5587,3.8117,5.2887,0.3132,0,1,0,3,73.1034,145.4940033,-38.2159996,10750155.67
GRID122,0,0,0,0,6.8977,26.7677,46.395,0.5556,0,1.1793,0.0838,0,0,0,0,0,145.5269928,-38.2159996,10796648.39
GRID123,0,0,0,0,6.8977,26.7677,46.395,0.5556,0,0.0318,0.0015,0,0,0,0,0,145.5610046,-38.2159996,10796450.28
GRID124,1,0,1,0,6.8977,26.7677,46.395,0.5556,0,0.0948,0.0039,0,0,0,0,0,145.5939941,-38.2159996,10796256.77
GRID125,4,2,2,0,6.8977,26.7677,46.395,0.5556,0,0.0277,0.0302,0,0,0,0,0,145.6269989,-38.2159996,10796067.98
GRID126,0,0,0,0,6.8967,26.7947,46.395,0.5556,0,0,0,0,0,0,0,0,145.6609955,-38.2159996,10795884.16
GRID127,0,0,0,0,7.8594,25.9073,50.0583,0.442,0,0,0,0,0,0,0,0,145.6940002,-38.21640015,10163195.97
GRID128,0,0,0,0,4.7449,26.9565,45.9459,0,0,0,0,0,0,0,0,0,145.7140045,-38.21920013,1251646.951
GRID129,1,1,0,0,6.8669,25.4167,39.7394,0.2924,32.7451,0,0.4551,0,0,1,0,44,145.0720062,-38.18989944,1448725.5
GRID130,42,14,28,3.0339,8.8849,25.1038,40.6438,0.4257,87.2562,1.1893,0.2942,0,6,6,26,55.3398,145.0939941,-38.18299866,10286068.54
GRID131,55,20,33,4.2581,9.5758,22.849,46.9958,0.4911,76.7759,9.2866,0.4315,0,2,1,33,62.9825,145.1269989,-38.18270111,10803979.43
GRID132,29,9,19,4.9786,8.9201,23.0851,46.7374,0.4648,67.6897,1.5238,0.519,0,5,5,26,61.875,145.1609955,-38.18270111,10801401.02
GRID133,16,6,10,2.297,7.4043,26.3542,39.9602,0.2967,88.3477,0.1435,0.238,0,0,1,19,66.5957,145.1940002,-38.18270111,10801118.54
GRID134,25,12,13,3.0623,7.4043,26.3542,40.159,0.2967,97.0547,0.0827,0.0748,0,0,0,8,75.1852,145.227005,-38.18270111,10803501.47
GRID135,2,0,2,0,7.4043,26.3542,40.159,0.2967,55.2219,0,0.3692,0,0,0,0,74.0625,145.2610016,-38.18270111,10803262.2
GRID136,12,5,7,1.8302,7.4043,26.3542,40.159,0.2967,25.0364,0,0.3235,0,0,0,0,80,145.2940063,-38.18270111,10803027.87
GRID137,6,4,2,2.6706,7.4043,26.3542,39.9602,0.2967,28.2516,0.6211,0.4324,0,0,0,2,81.25,145.3269958,-38.18270111,10802797.99
GRID138,6,2,4,0.1718,7.4043,26.3542,39.9602,0.2967,1.4017,3.2553,0.1665,0,0,0,0,100,145.3609924,-38.18270111,10802572.74
GRID139,2,2,0,0,7.177,26.5088,42.5428,0.3899,10.9337,0.9182,0.2691,0,0,0,0,0,145.3939972,-38.18270111,10802351.36
GRID140,3,0,3,0,6.9037,26.8072,46.4174,0.551,0,9.5189,0.2065,0,0,0,0,75,145.427002,-38.18270111,10802135.43
GRID141,1,0,0,1.0216,6.8977,26.8687,46.395,0.5556,0.1479,0.9541,0.091,0,0,0,0,72.8571,145.4609985,-38.18270111,10801923.84
GRID142,9,4,5,1.6326,6.8977,26.8687,46.395,0.5556,25.1455,7.3452,0.5376,0,0,3,0,53.0667,145.4940033,-38.18270111,10801716.3
GRID143,0,0,0,1.0014,6.8977,26.8687,46.395,0.5556,0,1.5761,0.0794,0,0,0,0,0,145.5269928,-38.18270111,10801513.69
GRID144,3,2,1,0.5281,6.8977,26.8687,46.395,0.5556,0.707,8.3617,0.2315,0,0,1,0,69.0323,145.5610046,-38.18270111,10801315.87
GRID145,1,1,0,0,6.8977,26.8687,46.395,0.5556,0,2.9848,0.1002,0,0,0,0,90,145.5939941,-38.18270111,10801122.29
GRID146,0,0,0,0,6.8977,26.8687,46.395,0.5556,0.574,1.2129,0.1154,0,0,0,0,50,145.6269989,-38.18270111,10800932.61
GRID147,6,1,5,0,6.8977,26.8687,46.395,0.5556,0,0.8229,0.0601,0,0,0,0,0,145.6609955,-38.18270111,10800748.49
GRID148,0,0,0,0,7.1763,26.4526,48.2436,0.641,0,0.0405,0.0347,0,0,0,0,0,145.6940002,-38.18230057,10164031.11
GRID149,0,0,0,0,4.6444,26.9231,48.4848,0,0,0,0.0395,0,0,0,0,0,145.7160034,-38.17430115,1130464.19
GRID150,6,3,3,3.8329,7.5564,22.896,46.7988,0.4267,84.3605,0,0.3098,0,0,0,8,70,145.1009979,-38.16049957,1423705.957
GRID151,209,69,138,5.1202,9.584,22.5877,47.6485,0.5048,68.1224,9.9423,0.5834,0,30,5,149,56.2992,145.128006,-38.15000153,9468133.581
GRID152,85,26,56,5.7257,9.5434,22.9485,47.1659,0.4838,66.417,4.4759,0.6011,0,10,9,86,52.1008,145.1609955,-38.1493988,10808858.65
GRID153,51,14,35,3.4035,8.3968,27.6562,39.9267,0.2826,61.6767,3.1956,0.5456,0,7,5,57,57.0787,145.1940002,-38.1493988,10808609.35
GRID154,20,7,13,2.9245,7.653,26.8154,39.9381,0.3505,94.0487,0.1662,0.1435,0,2,0,14,67.8571,145.227005,-38.1493988,10808348.08
GRID155,6,4,2,0.5111,7.4049,26.3382,40.159,0.2963,67.0506,0,0.3399,0,0,1,0,73.6111,145.2610016,-38.1493988,10808127.31
GRID156,5,2,3,2.9761,7.4049,26.3382,40.159,0.2963,39.2387,0.0205,0.4131,0,0,2,19,70,145.2940063,-38.1493988,10807892.3
GRID157,14,1,12,3.1153,7.3982,26.3319,40.1198,0.2994,61.3668,0.0194,0.4145,0,0,0,13,74.8485,145.3269958,-38.1493988,10807662.43
GRID158,0,0,0,0,7.3376,26.35,40.8034,0.3205,0,1.821,0.0914,0,0,0,0,0,145.3609924,-38.1493988,10807436.78
GRID159,4,3,1,0,7.1483,26.4937,43.1078,0.4032,0,0.021,0.0231,0,0,0,0,0,145.3939972,-38.1493988,10807215.19
GRID160,2,0,2,0,6.8987,26.8416,46.25,0.5556,0.8569,3.6208,0.1376,0,0,1,0,60.2941,145.427002,-38.1493988,10806999.1
GRID161,1,1,0,0,6.8977,26.8687,46.25,0.5556,1.4684,6.5645,0.182,0,0,0,0,0,145.4609985,-38.1493988,10806786.74
GRID162,3,2,1,2.6524,6.8977,26.8687,46.25,0.5556,0,3.538,0.1246,0,0,0,0,100,145.4940033,-38.1493988,10806579.17
GRID163,1,1,0,0,6.8977,26.8687,46.25,0.5556,0.4912,1.3667,0.0978,0,0,0,0,85,145.5269928,-38.1493988,10806376.2
GRID164,1,0,0,0,6.8977,26.8687,46.25,0.5556,0.5172,1.0946,0.0764,0,0,0,0,100,145.5610046,-38.1493988,10806177.97
GRID165,2,0,2,0,6.8977,26.8687,46.25,0.5556,0,5.0042,0.1363,0,0,0,0,0,145.5939941,-38.1493988,10805984.17
GRID166,1,0,1,0,6.8977,26.8687,46.395,0.5556,0,1.133,0.0319,0,0,0,0,0,145.6269989,-38.1493988,10805794.44
GRID167,1,0,1,0,6.8977,26.8687,46.395,0.5556,0,0.6927,0.0212,0,0,0,0,0,145.6609955,-38.1493988,10805610.2
GRID168,1,1,0,0,6.8977,26.8687,46.395,0.5556,0,0,0,0,0,0,0,0,145.6940002,-38.1493988,10805430
GRID169,0,0,0,0,6.6346,26.8068,46.3415,0.3623,0,0,0.0173,0,0,0,0,0,145.7259979,-38.14789963,8105677.699
GRID170,0,0,0,0,4.5951,26.2626,48.4848,0,0,0,0.0428,0,0,0,0,0,145.7480011,-38.13840103,680061.958
GRID171,155,54,101,5.1559,9.3393,22.8355,42.1039,0.6658,44.4519,8.1781,0.8042,0,14,4,65,58.5496,145.1329956,-38.11619949,6619076.071
GRID172,74,26,47,5.619,9.0803,26.2157,41.6341,0.3776,46.9354,8.5392,0.7725,0,10,5,75,51.5306,145.1609955,-38.11600113,10813720.43
GRID173,49,14,35,2.9509,8.8596,27.9466,39.9632,0.2507,68.8698,1.8023,0.4588,0,7,3,44,58.3908,145.1940002,-38.11600113,10813472.13
GRID174,27,12,15,4.0561,8.8323,27.9335,39.9432,0.2576,34.297,0,0.3972,0,0,0,4,81.9231,145.227005,-38.11600113,10813228.05
GRID175,36,8,28,3.5904,8.6861,27.8547,39.9233,0.2551,34.0637,0.8125,0.5194,0,5,2,37,59.375,145.2610016,-38.11600113,10812988.36
GRID176,86,28,57,4.1081,8.786,27.8967,39.9405,0.2696,32.5754,4.5326,0.7183,0,11,8,49,54.4167,145.2940063,-38.11600113,10812752.63
GRID177,18,4,14,2.2938,8.6531,27.898,40.226,0.265,9.7032,0.0136,0.2664,0,1,2,12,67.25,145.3269958,-38.11600113,10812522.49
GRID178,1,0,1,0,8.5633,27.8839,40.3335,0.2903,0,0,0.0196,0,0,0,0,80,145.3609924,-38.11600113,10812296.65
GRID179,0,0,0,-2.4418,8.2252,27.7718,40.8621,0.2734,0,0.3646,0.0212,0,0,0,0,0,145.3939972,-38.11600113,10812074.59
GRID180,4,1,3,1.509,6.8987,26.8416,46.5625,0.5556,0,0.0049,0.0003,0,0,0,0,0,145.427002,-38.11600113,10811858.21
GRID181,3,1,1,-3.0288,6.8987,26.8416,46.5625,0.5556,0,2.4251,0.085,0,0,0,0,0,145.4609985,-38.11600113,10811645.96
