Zone,Chd_09,Chd_10,Chd_11,Chd_12,Chd_13,Chd_T,Old_09,Old_10,Old_11,Old_12,Old_13,Old_T,Bik_09,Bik_10,Bik_11,Bik_12,Bik_13,Bik_T,BIKE_S,BIKE_O,Fat_09,Fat_10,Fat_11,Fat_12,Fat_13,Fat_T,Mbi_09,Mbi_10,Mbi_11,Mbi_12,Mbi_13,Mbi_T,Nit_09,Nit_10,Nit_11,Nit_12,Nit_13,Nit_T,OIn_09,OIn_10,OIn_11,OIn_12,OIn_13,Oln_T,Ped_09,Ped_10,Ped_11,Ped_12,Ped_13,Ped_T,PED_S,PED_O,Ser_09,Ser_10,Ser_11,Ser_12,Ser_13,Ser_T,Tot_09,Tot_10,Tot_11,Tot_12,Tot_13,Tot_T,Tru_09,Tru_10,Tru_11,Tru_12,Tru_13,Tru_T,WeD_09,WeD_10,WeD_11,WeD_12,WeD_13,WeD_T,WeE_09,WeE_10,WeE_11,WeE_12,WeE_13,WeE_T,VKT_0,LVKT_0,VKT_1,LVKT_1,VKT_2,LVKT_2,VKT_3,LVKT_3,VKT_A,LVKT_A,PY_Pop,PYA_P,PA_PoP,PO_Pop,T_Pop,LNTPO,Ratio,P_Den,LPDen,PHH_1,PHH_2,PNo_Mo,PMot_1,PMot_2,Un_Rate,BusN,P_Bus,CarN,P_Car,CycN,LNCyc,P_Cyc,WalkN,PWalk,LNWak,LNPVK,P_mode,P_Agri,P_Ind,P_Com,P_Ser,P_Res,P_Agr,P_Park,P_Wata,P_Edu,P_Hosp,P_Tran,P_Indu,P_Coma,Index,P_Sped,T_Sig,B_Stop,T_Stop,Train,Schols,Long,Lat
201021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,15.45,45.77,12.48,5547,8.62101252,0.98,5.34,1.675225653,37.7,48.96,3.42,63.73,29.09,4.27,6,0.23,1875,70.44,9,2.197224577,2.73,67,2.516904583,4.204692619,0,2.87,5.48,21.33,19.83,47.13,0.09,99.91,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,144.4795957,-37.76967811
203021043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.75,21.42,42.05,9.78,15522,9.650013651,0.95,26.38,3.272606147,31.47,57.08,3.03,69.69,25.06,4.22,22,0.3,5387,72.86,19,2.944438979,1.72,114,1.541790641,4.736198448,0,2.9,1.81,24.17,22.73,45.75,2.98,67.67,21.97,0,0,0,0,0.07,0,0.36,0,0,0,0,0,0,144.4924125,-37.92294044
204011054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.11,13.81,44.2,22.88,6097,8.715552126,1.01,2.88,1.057790294,51.37,36.4,4.16,71.3,20.39,4.26,11,0.4,1658,61,18,2.890371758,9.61,255,9.381898455,5.541263545,0,0.85,11.76,15.47,16.16,51.47,0.9,3.63,94.7,0.78,0,0,0,0,0,0.12,0,0,0,0,0,0,145.9951848,-37.54006121
204011057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,14.99,43.66,16.57,8153,9.006141237,0.99,2.08,0.732367894,48.21,39.11,3.67,71.97,21.34,2.66,37,0.96,2343,60.48,38,3.63758616,11.15,406,10.4801239,6.00635316,0,1.18,8.98,16.49,17.03,52.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.1824545,-37.53287349
204011061,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,12,9,9,5,30,2,1,0,3,1,4,2,4,7,7,5,18,0,0,1,0,0,1,0,1,9,10,3,3,4,16,11,14,10,11,9,35,0,0,0,0,0,0,4,5,2,3,4,10,7,9,8,8,5,25,2.47,0.9,2.6,0.96,2.75,1.01,2.85,1.05,2.61,0.96,24.43,18.55,49.32,7.69,219,5.38907173,0.86,0.26,-1.347073648,58.89,22.22,4.49,75.28,16.85,12.9,0,0,64,80,0,0,3.23,3,3.75,1.098612289,5.173508861,3.23,3.66,18.29,25.61,52.44,0.08,2.86,95.4,1.66,0,0,0,0,0,0.01,74.1,0,0,0,0,0,145.9761139,-37.65134234
205011076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75,20.27,38.31,15.67,13219,9.489410468,1.03,40.45,3.700066644,43.51,44.59,4.38,71.41,21.01,5.14,29,0.49,4266,71.88,15,2.708050201,2.8,160,2.695871946,5.075173815,0,1.74,7.03,24.97,19.92,40.64,0.82,72.24,26.91,0,0.01,0,0,0,0,0.11,0,0,0,0,0,0,145.7487041,-38.00681535
205011077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.15,13.56,46.25,14.03,5965,8.693664335,0.97,2.16,0.770108222,41.47,43.9,1.92,64.05,31.65,4.48,10,0.35,1839,64.44,0,0,4.45,133,4.660126139,4.890349128,0,1.61,15.15,20.06,14.17,43.67,0,9.24,90.76,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0069882,-37.76828716
205031089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.33,15.59,43.33,15.76,8744,9.07612303,1.01,14.56,2.678278043,45.53,43.34,3.99,68.2,24.92,4.1,13,0.32,2723,67.77,9,2.197224577,4.77,191,4.753608761,5.252273428,0,1.12,14.1,24.08,18.96,36.92,6.23,93.53,0.24,0,0,0,0,0,0,0.64,0,0,0,0,0,0,145.7358695,-38.26563045
205031093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38,15.34,40.79,22.48,20032,9.905086274,1.04,27.53,3.315276319,50.91,37.59,6.66,73.5,15.76,4.62,38,0.47,5797,71.45,64,4.158883083,4.88,351,4.326389745,5.860786223,0,0.9,6.75,24.21,18.41,45.1,0.4,95.95,3.65,0,0,0,0,0,0,0.05,0,0,0,0,0,0,145.5551808,-38.29842218
206011105,0,2,2,0,0,4,13,21,30,19,18,70,28,38,45,46,34,129,34,102,1,1,1,0,0,2,20,15,16,15,18,46,28,20,27,17,17,64,51,77,78,66,76,221,18,22,17,16,21,55,17,26,35,24,31,32,17,87,87,102,110,98,93,310,1,0,2,0,0,2,67,83,78,82,68,243,20,19,32,16,25,67,89.26,4.49,90.76,4.51,93.76,4.54,96.21,4.57,91.26,4.51,13.69,42.97,33.26,10.08,22764,10.03293562,1.05,4426.67,8.395402887,29.98,57.74,21.58,69.75,5.69,5.92,58,0.45,4651,35.82,1399,7.243512975,14.29,574,4.420485175,6.352629396,45.24853965,6.55,0.19,9.5,14.06,71.02,52.02,0,28.56,0,2.07,1.79,0,0.06,9.86,0.23,42.2,25,84,36,3,4,144.9612668,-37.76644152
206011106,0,0,0,0,0,0,9,8,4,7,7,19,6,8,11,8,11,27,7,26,0,1,1,0,2,2,2,4,4,8,7,16,7,9,12,11,11,32,21,21,21,20,22,62,9,8,2,0,7,10,6,7,13,10,10,4,7,24,34,32,31,24,31,87,0,0,0,0,0,0,29,21,26,15,21,62,5,11,5,9,10,25,96,4.56,96.95,4.57,101.58,4.62,104.53,4.65,98.18,4.59,13.86,41.97,33.33,10.84,8476,9.044993919,1.14,3909.52,8.271169883,30.58,57.84,18.4,72.28,6.3,5.51,38,0.77,1892,38.29,535,6.282266747,13.76,184,3.723942522,5.214935758,41.51652209,5.4,0,8.85,13.38,71.98,60.88,0,25.84,0,2.2,0,0,0.1,1.29,0.17,42.9,11,31,19,0,3,144.9776676,-37.76890343
206011107,0,1,0,1,2,2,7,11,8,9,14,28,5,2,4,2,4,8,0,5,0,0,0,0,0,0,5,2,7,3,10,12,9,3,6,5,6,14,23,26,23,18,30,67,1,5,2,5,4,12,7,4,8,6,10,9,8,25,31,32,33,27,38,92,0,0,2,0,0,2,20,23,26,23,24,72,11,9,7,4,14,20,339.87,5.83,354.59,5.87,359.86,5.89,375.96,5.93,351.44,5.86,15.98,37.65,34.85,11.52,13149,9.484100989,1.04,4135.84,8.327445731,35.32,53.45,18.43,71.2,7.17,5.93,65,0.92,3316,47.07,465,6.142037406,8.64,182,2.583392477,5.204006687,55.5768318,7.11,0.21,11.68,15.67,67.05,67.67,0,19.73,0,2.04,5.03,4.8,0,0.73,0.13,44.2,12,55,20,0,3,144.9425362,-37.76331851
206011108,0,0,1,2,1,3,9,18,19,16,17,53,6,7,11,13,21,31,8,26,0,1,1,0,0,2,9,6,12,11,14,29,15,16,17,26,20,59,31,40,49,65,67,154,5,12,11,18,10,41,17,29,19,18,20,14,18,52,50,59,69,79,85,207,1,0,0,0,1,0,31,46,61,61,61,168,19,13,8,18,24,39,100.11,4.61,103.53,4.64,106.59,4.67,109.63,4.7,103.41,4.64,20.53,29.87,37.2,12.4,24977,10.12571068,1.05,3602.25,8.189313929,33.79,54.29,13.85,71.92,10.78,5.88,88,0.74,6110,51.15,612,6.416732283,6.97,273,2.285283777,5.609471795,46.98329756,5.66,0.2,14.14,17.24,62.42,72.66,0,10.45,0,3.19,0,0,0.09,4.53,0.1,44,35,100,34,2,10,144.9642015,-37.74487466
206011109,0,1,0,1,0,2,4,5,9,7,9,21,2,0,0,1,2,1,1,0,0,2,2,1,0,5,3,10,7,4,3,21,4,8,8,9,5,25,18,20,16,27,20,63,0,2,2,6,4,10,2,9,7,6,12,4,11,22,25,28,28,32,31,88,1,1,0,2,0,3,18,20,20,28,24,68,7,8,8,4,7,20,173.84,5.16,184.89,5.22,191.85,5.26,198.08,5.29,183.53,5.21,25.25,20.36,40.6,13.79,9533,9.162514742,1.02,3188.5,8.067305866,30.89,57.21,8.38,74.6,14,4.25,34,0.74,2872,62.46,89,4.48863637,3.19,64,1.391909526,4.158883083,47.73670181,4.46,0.11,15.92,19.81,58.58,76.69,0,7.65,0,3.44,0,9.31,0,2.91,0.08,50.5,12,43,9,0,1,144.9384639,-37.7434462
206021110,0,0,2,0,0,2,3,2,3,5,7,10,2,4,3,6,3,13,2,8,0,0,0,0,0,0,3,2,3,1,4,6,1,3,4,3,3,10,10,17,13,19,19,49,4,4,4,2,3,10,4,5,10,8,6,3,4,17,20,25,19,22,23,66,0,0,0,2,0,2,16,22,13,16,17,51,4,3,6,6,6,15,126.97,4.84,131.5,4.88,135.06,4.91,138.4,4.93,131.18,4.88,21.84,26.72,40.54,10.91,8205,9.012499004,1.05,2843.9,7.952931629,30.55,59.43,11.32,76.99,9.35,3.77,50,1.11,2224,49.42,283,5.645446898,8.81,129,2.866666667,4.859812404,43.98099514,5.48,0.27,11.33,14.89,68.9,66.59,0,21.24,0,2.21,1.24,0,0.07,1.48,0.13,52.9,12,54,0,2,2,145.0246746,-37.77446378
206021111,0,0,1,0,2,1,11,20,12,9,8,41,14,16,21,19,18,56,13,41,1,0,0,1,0,1,7,14,7,6,4,27,8,16,12,9,11,37,28,50,31,32,36,113,3,15,7,8,5,30,11,16,21,17,16,15,14,48,50,67,48,48,50,163,0,0,0,1,0,1,43,49,33,40,41,122,7,18,15,8,9,41,111.54,4.71,112.54,4.72,116.61,4.76,119.55,4.78,113.57,4.73,19.62,29.21,39.42,11.76,22920,10.03976517,1.11,3729.81,8.224112573,28.95,59.91,16.18,73.67,7.26,4.38,148,1.19,5259,42.22,1157,7.053585727,12.22,435,3.492292871,6.075346031,47.48808925,6.15,0.2,9.47,13.08,72.22,79.12,0,9.8,0,1.97,0.05,2.04,0.01,6.31,0.07,46.8,33,85,29,5,6,145.0001496,-37.77222371
206021112,0,1,1,0,0,2,3,13,11,10,9,34,4,5,8,6,8,19,8,15,1,1,1,1,1,3,4,6,3,6,7,15,11,11,11,7,10,29,17,26,19,19,20,64,7,11,8,5,6,24,13,12,9,14,10,12,10,36,28,41,30,32,31,103,0,0,1,0,0,1,19,34,25,27,23,86,9,7,5,5,8,17,101.06,4.62,102.91,4.63,105.74,4.66,108.37,4.69,103.24,4.64,18.31,31.73,37.31,12.65,17435,9.766234959,1.07,3489.02,8.157376173,35.28,54.38,16.62,71.96,8,5.02,125,1.38,4407,48.63,576,6.356107661,8.32,218,2.405384531,5.384495063,45.31533021,7.01,0.2,12.13,15.89,66.01,56.25,0,5.96,0,3.22,0,2.26,0.24,8.81,0.2,45.9,16,57,19,1,8,145.006384,-37.75816447
206031113,0,0,0,0,1,0,3,8,6,11,10,25,7,2,2,7,5,11,1,8,0,0,0,0,0,0,2,6,5,8,3,19,10,8,6,9,8,23,18,20,17,30,21,67,6,4,6,3,3,13,5,6,13,8,9,12,9,29,31,28,26,42,30,96,0,0,0,0,0,0,23,22,21,31,22,74,8,6,5,11,8,22,91.95,4.52,97.04,4.58,100.55,4.61,103.53,4.64,96.52,4.57,21.02,29.99,39.36,9.63,13475,9.508591396,1.04,3512.86,8.164185799,32.53,55.75,15.12,72.23,9.18,5.83,37,0.53,3778,54.56,236,5.463831805,6.32,229,3.3073368,5.433722004,43.45426268,6.26,0.22,13.59,15.99,65.42,52.52,0,16.69,0,1.85,0,0,0.02,27.15,0.23,48.5,16,40,22,1,4,144.9136797,-37.77697593
206031114,3,3,0,3,1,6,16,16,15,16,15,47,8,11,4,8,8,23,5,18,1,1,1,0,0,2,7,8,6,10,6,24,16,16,21,19,11,56,39,51,57,54,45,162,12,8,11,11,10,30,10,20,26,12,9,16,13,37,66,64,66,70,58,200,0,0,1,0,0,1,53,55,42,52,46,149,13,9,24,18,12,51,125,4.83,128.87,4.86,133.73,4.9,138.74,4.93,129.2,4.86,22.46,24.51,39.99,13.04,24761,10.11702511,1.08,2933.14,7.983828801,29.19,60.06,11.01,72.57,13.79,4.17,93,0.71,7997,61.11,180,5.192956851,3.1,244,1.864445633,5.497168225,49.16874203,6.61,0.18,14.63,20.07,60.44,61.95,0,9.43,0,2.36,0,23.45,0,2.69,0.16,48.5,33,111,29,4,10,144.9075808,-37.75062284
206031115,1,0,1,1,1,2,2,2,1,2,4,5,8,3,10,3,6,16,11,12,0,0,0,1,0,1,2,3,5,0,1,8,4,3,3,5,6,11,10,12,14,11,10,37,1,2,1,3,2,6,6,12,5,2,6,7,7,15,15,14,20,19,17,53,0,0,0,0,0,0,13,10,17,10,14,37,2,4,3,9,3,16,217.74,5.38,227.07,5.43,238.83,5.48,249.43,5.52,227.88,5.43,19.89,39.7,31.34,9.07,9160,9.122601458,1.11,5794.54,8.664671374,39.25,48.06,26.98,64.05,3.85,8.37,14,0.33,1686,40.1,233,5.451038454,9.19,189,4.495718363,5.241747015,49.53572592,6.32,0.14,9.49,14.08,70.83,47.27,0,19.06,0,1.99,2.23,2.36,0.14,13.26,0.27,43.9,7,6,17,2,5,144.930902,-37.7838277
206031116,1,1,1,0,2,2,11,5,10,5,5,20,5,7,7,4,10,18,7,15,0,0,0,0,0,0,3,2,2,3,6,7,4,6,12,3,12,21,17,17,22,13,46,52,10,5,8,5,12,18,10,12,17,9,11,8,8,28,34,26,34,21,54,81,0,0,1,0,0,1,25,20,26,17,42,63,9,6,8,4,12,18,65.26,4.18,67.74,4.22,70,4.25,71.83,4.27,67.66,4.21,20.52,26.65,39.65,13.18,13531,9.512738628,1.08,3106.72,8.041322786,28.4,60.13,14.52,71.63,10.96,3.65,39,0.54,3981,55.52,163,5.093750201,5.76,266,3.709385023,5.583496309,40.04862962,4.96,0.15,12.72,18.81,63.59,67.87,0,5.77,0.96,0,2.32,0,0,23.08,0.13,48,21,60,25,1,3,144.9214292,-37.76562581
206041117,2,0,0,0,0,0,14,15,13,16,15,44,35,32,28,29,39,89,27,62,0,1,1,0,0,2,15,15,9,18,10,42,27,11,15,16,14,42,58,49,53,53,52,155,21,17,21,14,11,52,17,24,32,25,19,23,29,67,90,75,73,76,81,224,2,0,0,0,0,0,74,65,57,64,66,186,16,10,16,12,15,38,132.6,4.89,133.13,4.89,138.34,4.93,141.98,4.96,134.69,4.9,12.27,63.84,19.09,4.8,14104,9.554213724,1.08,7756.98,8.956348362,36.61,33.4,57.85,37.25,1.52,13.96,85,1.52,1184,21.11,341,5.831882477,30.1,1621,28.90513552,7.390798522,46.81564725,5.66,0.32,6.42,12.48,76.34,28.76,0,8.77,0,17.98,4.75,0.45,0,39.29,0.52,48.4,37,40,20,0,3,144.9677984,-37.8005134
206041118,0,0,0,0,0,0,4,3,0,2,6,5,5,7,8,4,10,19,4,13,0,0,0,1,0,1,4,7,3,5,9,15,9,6,6,6,12,18,18,23,27,19,30,69,3,4,5,8,4,17,2,13,5,8,8,7,11,23,23,31,35,27,41,93,1,2,1,1,1,4,19,21,29,20,27,70,4,10,6,7,14,23,190.74,5.25,197,5.28,204.5,5.32,212.91,5.36,197.41,5.29,8.34,52.74,35.07,3.85,5791,8.664060267,0.9,1929.1,7.564808852,17.36,69.58,26.79,68.17,3.06,4.76,19,0.56,1114,32.96,50,3.912023005,27.05,911,26.95266272,6.814542897,45.83287881,3.83,0.53,10.39,15.01,69.92,1.86,0,6.03,7.76,0.08,0,3.32,0.26,55.41,0.24,49.6,36,18,27,2,0,144.9403429,-37.81808579
206041119,0,1,1,1,3,3,13,15,21,12,19,48,24,29,34,23,21,86,17,69,0,0,0,1,0,1,10,14,12,9,13,35,17,15,23,17,16,55,41,60,68,55,61,183,14,14,17,11,21,42,16,25,26,15,29,13,27,57,67,75,99,68,88,242,0,3,2,0,1,5,60,65,81,55,64,201,7,10,18,13,24,41,221.47,5.4,233.48,5.45,244.34,5.5,254.02,5.54,233.09,5.45,6.87,41.63,38.72,12.78,4903,8.497602542,1.1,1690.83,7.432974812,17.87,72.11,20.31,73.3,5.01,3.4,33,1.06,921,29.5,126,4.836281907,32.94,939,30.0768738,6.844815479,46.31193385,3.09,0.58,7.78,11.24,75.94,15.95,0,56.08,0,0.98,0.95,1.5,0.03,21.74,0.85,54,44,18,38,2,0,144.981478,-37.81715476
206041120,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,2,0,1,2,2,12,5,0,0,0,4,0,4,0,0,0,1,0,1,0,2,0,2,2,3,12,7,0,0,0,0,0,0,0,2,1,3,10,6,0,0,1,0,2,1,193.06,5.26,192.06,5.26,197.61,5.29,213.05,5.36,194.24,5.27,3.85,80.77,15.38,0,78,4.356708827,1.11,45.63,3.820565395,28.57,51.43,27.27,63.64,9.09,9.84,0,0,22,38.6,0,0,0,0,0,0,22.95985552,14.75,0,0,23.21,76.79,55.37,0,34.69,0,0,0,0,0,9.94,0.2,52,3,3,4,0,0,144.912577,-37.78799929
206041121,1,0,1,1,1,2,3,9,5,4,6,18,8,5,13,3,10,21,2,10,0,0,0,0,0,0,2,7,4,4,5,15,3,9,8,7,6,24,17,23,28,21,19,72,4,10,7,7,7,24,4,8,11,8,11,6,7,25,28,31,40,27,26,98,0,0,0,1,0,1,23,22,35,22,23,79,5,9,5,5,3,19,87.34,4.47,88.8,4.49,92.36,4.53,95.09,4.55,89.5,4.49,16.34,42.65,34.58,6.43,9719,9.181838012,1.05,4526.8,8.417770567,25.85,63.29,17.75,73.75,5.48,4.63,80,1.38,2582,44.58,317,5.758901774,9.7,272,4.696132597,5.605802066,41.22645267,6.51,0.16,9.93,14.28,71.17,34.84,0,12.76,0.66,0.48,0,1.08,0.31,18.78,0.42,47.7,19,16,6,2,3,144.9270679,-37.79433178
206041122,5,1,0,0,2,1,33,33,32,34,36,99,76,87,89,73,77,249,58,184,0,0,0,0,2,0,53,44,25,37,38,106,59,68,65,50,53,183,178,177,177,158,167,512,97,75,77,57,78,209,67,137,90,75,60,67,75,202,268,252,237,225,244,714,1,2,2,0,0,4,210,196,186,183,192,565,58,56,51,42,52,149,130.02,4.87,132.74,4.89,136.64,4.92,139.74,4.94,133.13,4.89,6.91,71.77,18.77,2.55,20030,9.904986429,0.97,8456.31,9.042668187,29.24,48.05,68.45,28.95,0.35,10.8,119,1.22,1075,11.04,145,4.976733742,41.58,4392,45.1155624,8.387539983,48.43538364,4.43,0.18,5.61,14.04,75.77,0.47,0,6.77,0,0,0,0,0,92.76,0.07,40.7,95,58,96,3,4,144.9625642,-37.81362477
206041123,2,1,1,1,0,3,11,15,13,12,15,40,11,20,15,31,28,66,17,42,0,0,0,1,0,1,14,13,11,18,15,42,18,24,8,19,20,51,31,55,41,60,63,156,8,15,12,16,11,43,18,24,30,25,21,25,29,71,61,80,62,86,92,228,1,1,0,1,3,2,47,56,52,75,81,183,14,24,10,11,11,45,154.83,5.04,162.46,5.09,168.32,5.13,174.45,5.16,161.87,5.09,13.74,51.48,28.42,6.36,15498,9.648466262,0.93,4768.81,8.469852077,30.55,53.57,31.59,61.54,2.92,8.3,84,1.07,2261,28.82,445,6.098074282,27.39,1899,24.20650096,7.549082711,49.11069327,4.96,0.32,8.02,14.28,72.56,48.56,0,3.09,0,4.01,2.82,0,0,41.52,0.26,53.8,44,34,43,2,5,144.946298,-37.80118738
206041124,0,1,2,0,0,3,7,6,13,12,8,31,15,8,19,16,16,43,15,30,0,1,1,0,0,2,12,9,11,7,9,27,6,10,13,11,15,34,37,25,40,34,30,99,6,4,14,9,4,27,16,12,13,17,21,17,16,55,50,43,61,51,46,155,0,1,2,0,0,3,42,36,46,45,39,127,8,7,15,6,7,28,141.97,4.96,147.34,4.99,152.29,5.03,156.65,5.05,147.2,4.99,13.47,56.45,20.73,9.35,6192,8.731013415,1.11,1529.38,7.332617704,25.24,60.08,22.15,68.45,6.05,12.32,9,0.31,785,27.3,198,5.288267031,21.62,511,17.77391304,6.23636959,43.56775694,5.06,0.7,5.15,12.42,76.83,77.33,0,0,0,6.18,0,0,0,16.48,0.08,51.3,24,25,32,1,3,144.9515334,-37.78710485
206041125,0,0,0,0,0,0,2,4,2,6,6,12,11,13,14,10,8,37,7,31,1,0,0,1,0,1,4,6,3,5,8,14,7,7,5,14,8,26,20,29,23,33,25,85,8,6,5,9,11,20,4,18,10,6,9,12,13,27,30,35,33,46,38,114,0,0,0,0,0,0,29,29,27,36,28,92,1,6,6,10,10,22,145.67,4.98,146.87,4.99,150.72,5.02,154.75,5.04,147.75,5,11.97,39,34.14,14.89,5997,8.699014623,1.09,3991.99,8.292045132,19.61,68.86,20.08,72.38,5.23,3.86,39,1.13,1255,36.33,127,4.844187086,18.85,551,15.95251882,6.311734809,43.49507312,4.87,0.52,7.18,13.75,74.52,25.47,0,56.68,0,5.1,1.54,0,0,11.21,0.59,45.8,15,14,23,0,6,144.9818716,-37.83944222
206041126,2,1,2,1,1,4,13,11,11,16,20,38,13,15,24,15,14,54,15,43,1,0,0,0,0,0,18,16,14,11,15,41,23,30,32,31,36,93,49,63,69,79,70,211,19,26,18,18,17,62,27,35,31,28,35,29,29,92,81,91,105,108,99,304,2,5,5,7,5,17,62,70,80,84,79,234,19,21,25,24,20,70,214.57,5.37,223.7,5.41,210.03,5.35,215.23,5.37,216.1,5.38,7.21,61.44,27.21,4.15,11311,9.333530983,0.93,3683.11,8.211512783,17.6,67.9,26.95,69.18,2.07,5.77,41,0.59,1942,28.16,116,4.753590191,33.52,2337,33.88921114,7.756623335,50.21439669,3.68,0.09,9.22,14.12,72.5,13.97,0,5.49,0,2.67,0,1.98,0.62,14.16,0.93,59.1,71,20,40,0,1,144.967503,-37.82635175
206041127,1,0,0,0,0,0,2,2,6,4,3,12,2,6,2,2,3,10,4,5,0,1,1,0,0,2,2,3,3,4,2,10,7,7,4,1,2,12,11,7,15,12,7,34,0,0,1,1,1,2,2,0,7,13,8,8,7,29,18,21,23,20,14,64,4,3,5,4,3,12,13,21,21,17,12,59,5,0,2,3,2,5,185.5,5.22,196.67,5.28,204.01,5.32,211.66,5.35,195.39,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0.75,18.92,1.57,0,0,0.66,8.54,0.47,59.4,20,24,0,2,0,144.9215869,-37.80946231
206051128,0,0,2,0,2,2,7,8,20,11,21,39,15,21,18,23,27,62,19,40,0,0,0,0,0,0,5,7,8,8,7,23,8,9,6,11,10,26,23,28,38,32,50,98,3,4,7,6,7,17,4,11,19,17,18,17,22,52,42,45,56,49,72,150,2,0,0,2,0,2,31,30,40,35,52,105,11,15,16,14,20,45,146.99,4.99,150.42,5.01,155.61,5.05,159.82,5.07,151,5.02,15.38,30.06,41.68,12.89,14132,9.556197008,1.04,3022.56,8.013859433,20.68,67.64,14.42,77.34,6.22,3.84,20,0.25,3536,44.05,311,5.739792912,12.3,716,8.918784255,6.573680167,47.97210898,3.52,0.31,10.44,14.55,70.25,68.08,0,21.4,0,1.44,0,0.23,0,8.85,0.12,49.7,38,25,41,0,4,144.9640483,-37.84563698
206051129,0,0,1,0,1,1,6,7,3,5,6,15,7,14,8,7,13,29,8,21,1,0,0,1,0,1,3,2,2,4,5,8,6,7,6,2,4,15,14,16,6,13,19,35,6,1,2,3,1,6,4,1,6,7,9,5,11,21,21,23,15,18,30,56,0,0,0,0,0,0,14,17,12,13,22,42,7,6,3,5,8,14,133.92,4.9,139.43,4.94,141.38,4.95,145.66,4.98,138.24,4.93,15.03,37.97,40.76,6.24,14638,9.591376166,1.08,5732.35,8.653880848,23.52,66.66,13.01,79.85,4.95,3.81,116,1.25,4959,53.58,419,6.03787092,8.04,354,3.82454624,5.869296913,47.2854845,6.67,0.21,11.16,15.36,68.41,70.18,0,23.53,0.44,2.46,0,0,0,3.4,0.11,46.5,21,39,5,0,4,144.9855345,-37.88092209
